drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Punt,0,7,5,1:30
24,0,End of Game,0,-1,3,0:06
10,1,Field Goal,-20,54,9,3:17
20,0,Punt,0,6,6,1:37
6,4,Touchdown,0,77,9,3:12
18,0,Punt,-15,17,6,2:34
1,0,Interception,0,8,4,1:33
5,3,Field Goal,15,42,12,4:03
13,3,Field Goal,0,54,12,1:01
21,7,Touchdown,2,78,18,5:21
23,6,Touchdown,-16,96,19,3:07
11,1,Punt,-10,18,10,2:59
14,4,Touchdown,-10,90,10,4:19
8,1,Field Goal,0,17,8,2:57
19,6,Touchdown,5,78,15,4:52
22,1,Punt,-15,19,13,2:47
12,2,Touchdown,0,63,6,0:41
16,1,Punt,0,14,5,2:48
7,0,Interception,0,6,3,0:41
3,0,Punt,0,4,5,1:35
17,1,Punt,0,11,5,1:30
4,4,Field Goal,-10,54,14,5:50
2,1,Touchdown,0,2,3,0:41
15,1,Punt,-8,15,7,0:59
