drive,fds,result,penyds,ydsgained,numplays,postime
11,4,Field Goal,-5,51,14,6:09
10,0,End of Half,0,-1,2,0:12
13,1,Punt,0,26,7,3:58
12,0,Punt,0,6,5,1:34
15,0,Field Goal,0,7,6,0:48
14,2,Interception,-5,34,6,3:04
17,0,Punt,0,7,4,2:18
16,3,Blocked FG,0,51,12,5:28
19,1,Downs,10,-6,8,1:05
18,6,Field Goal,0,79,21,5:35
20,0,End of Game,0,-1,2,0:01
1,4,Field Goal,0,72,13,6:13
3,0,Punt,0,4,6,0:57
2,4,Field Goal,-5,70,18,8:04
5,0,Punt,0,2,4,1:46
4,0,Punt,0,7,4,2:16
7,4,Touchdown,0,65,8,3:38
6,0,Punt,0,1,4,1:37
9,0,Punt,-5,11,7,1:22
8,4,Field Goal,5,58,14,3:55
