drive,fds,result,penyds,ydsgained,numplays,postime
24,4,Field Goal,0,57,10,4:41
25,2,Missed FG,-5,74,10,3:23
26,2,Missed FG,0,70,9,3:12
27,1,End of Game,0,19,3,0:07
20,0,Field Goal,-10,10,5,0:33
21,1,Punt,0,21,10,2:51
22,1,End of Half,-20,25,6,1:09
23,2,Field Goal,0,48,12,3:37
1,1,Punt,-10,35,8,3:36
3,0,Punt,0,3,4,0:57
2,0,Punt,0,7,4,1:31
5,3,Punt,0,33,10,5:45
4,0,Punt,0,6,4,0:57
7,1,Blocked FG,0,12,7,2:09
6,0,Punt,0,4,4,1:45
9,4,Field Goal,0,53,18,8:24
8,1,Punt,0,13,6,1:45
11,3,End of Half,5,38,12,1:29
10,1,Punt,-10,17,9,1:42
13,3,Downs,15,42,13,5:46
12,1,Punt,-15,30,10,4:46
15,2,Punt,-10,51,10,4:44
14,0,Punt,0,6,4,1:42
17,0,Punt,0,5,4,0:55
16,1,Punt,-10,18,7,3:00
19,0,Blocked Punt,-10,9,5,2:38
18,0,Punt,0,-6,4,1:56
