drive,fds,result,penyds,ydsgained,numplays,postime
9,2,Fumble,0,38,6,1:29
1,6,Touchdown,0,81,15,5:32
22,0,End of Game,0,0,5,1:33
12,0,Field Goal,-10,7,5,1:22
4,0,Punt,0,9,4,1:24
11,0,Punt,0,2,5,1:54
2,3,Punt,-15,35,15,6:05
20,1,Touchdown,0,48,2,0:09
13,0,Interception,0,1,4,1:03
15,0,Punt,0,2,5,1:02
10,2,End of Half,0,27,11,0:32
18,2,Punt,0,28,12,5:56
8,1,Punt,-10,23,7,2:52
6,4,Touchdown,0,64,10,4:40
19,1,Downs,0,29,6,1:33
14,1,Field Goal,0,15,6,2:23
3,1,Punt,-10,50,6,1:48
17,6,Touchdown,0,75,12,4:07
7,1,Punt,5,12,8,3:53
16,5,Touchdown,-20,100,18,7:19
5,0,Punt,0,8,6,1:45
21,4,Interception,5,44,11,1:39
