drive,fds,result,penyds,ydsgained,numplays,postime
9,2,Field Goal,0,53,8,3:11
10,5,Touchdown,5,70,14,3:08
20,0,Punt,0,2,5,1:47
6,3,Touchdown,46,29,11,1:35
18,1,Punt,-5,16,9,2:48
1,0,Punt,0,-1,5,0:54
5,6,Touchdown,12,63,9,2:50
13,1,Punt,0,20,6,2:31
21,2,Touchdown,0,50,6,2:18
23,0,End of Game,0,-1,3,0:39
11,0,End of Half,0,-1,4,0:32
14,5,Field Goal,0,95,14,5:06
8,5,Touchdown,-5,81,12,5:41
19,3,Interception,0,59,8,3:01
22,4,Touchdown,0,57,18,2:08
12,0,Punt,0,0,5,2:06
16,1,Punt,-11,30,12,4:33
7,0,Punt,0,2,5,1:45
3,4,Field Goal,-5,79,18,8:02
17,4,Touchdown,0,89,8,2:11
4,1,Touchdown,0,75,3,0:11
2,4,Touchdown,0,68,5,2:11
15,0,Punt,-5,3,6,0:52
