drive,fds,result,penyds,ydsgained,numplays,postime
24,1,Downs,0,35,6,0:40
25,0,End of Game,0,-1,2,0:10
20,0,Fumble,-10,8,4,1:45
21,1,Touchdown,0,19,2,0:05
22,0,Punt,0,0,5,0:27
23,1,Punt,0,25,11,1:37
1,6,Touchdown,24,44,10,3:07
3,1,Punt,0,14,6,2:57
2,4,Fumble,0,66,11,6:14
5,1,Punt,0,40,8,3:48
4,6,Touchdown,5,75,14,8:05
7,0,Punt,0,-9,4,1:23
6,0,Punt,0,5,4,1:34
9,1,Interception,0,10,3,0:33
8,1,Punt,0,17,7,1:35
11,1,End of Half,0,15,8,0:26
10,0,Missed FG,0,0,4,0:18
13,4,Touchdown,0,70,10,4:11
12,5,Touchdown,0,80,12,5:51
15,1,Punt,0,19,5,2:03
14,0,Punt,-5,6,6,1:30
17,4,Touchdown,0,71,11,5:18
16,0,Punt,0,6,4,1:25
19,1,Interception,0,46,4,1:31
18,4,Touchdown,15,65,9,3:27
