drive,fds,result,penyds,ydsgained,numplays,postime
9,4,Field Goal,0,63,15,3:58
10,4,Touchdown,5,70,12,1:07
20,3,Field Goal,0,54,9,3:47
6,2,Interception,0,47,8,5:02
18,1,Field Goal,0,11,6,2:57
1,3,Touchdown,0,91,10,4:28
5,0,Punt,0,9,5,1:53
13,5,Touchdown,0,77,9,4:34
21,0,Interception,0,-5,6,1:03
11,0,End of Half,0,5,3,0:22
14,0,Punt,0,9,6,2:04
8,0,Punt,-10,15,6,2:43
19,0,Punt,0,9,5,2:11
22,0,End of Game,0,-9,4,1:37
12,2,Field Goal,-5,50,10,4:12
16,1,Punt,5,21,7,1:39
7,0,Punt,0,3,4,1:39
3,0,Punt,0,-6,5,1:39
17,1,Fumble,0,9,5,2:19
4,2,Fumble,5,33,4,1:30
2,3,Field Goal,0,44,12,5:39
15,1,Punt,0,8,7,3:37
