drive,fds,result,penyds,ydsgained,numplays,postime
9,2,Punt,-5,48,9,3:17
10,5,Touchdown,27,53,17,1:38
20,3,Field Goal,0,49,8,1:04
6,4,Touchdown,0,93,7,3:24
18,7,Touchdown,-12,82,20,4:07
1,5,Touchdown,10,68,13,5:46
5,2,Punt,0,40,10,3:29
13,1,Punt,0,17,6,2:33
21,0,End of Game,0,-1,3,0:43
11,0,End of Half,0,-1,3,0:34
14,5,Field Goal,15,58,12,6:04
8,1,Punt,0,20,7,1:37
19,0,Fumble,0,-11,2,0:08
12,1,Punt,0,20,7,2:37
16,1,Punt,0,16,8,2:58
7,1,Field Goal,-10,35,8,3:10
3,0,Punt,0,5,5,1:29
17,2,Field Goal,15,35,8,3:39
4,0,Punt,0,5,4,1:08
2,5,Touchdown,5,67,13,4:28
15,7,Touchdown,29,46,20,6:07
