drive,fds,result,penyds,ydsgained,numplays,postime
11,1,Punt,0,9,6,2:30
10,1,Punt,-10,43,6,3:26
13,0,Punt,0,8,4,1:46
12,0,Punt,0,9,4,2:05
15,1,Punt,-10,34,8,2:36
14,2,Field Goal,24,38,10,4:06
17,0,Field Goal,0,8,7,0:55
16,0,Interception,0,0,1,0:11
19,0,End of Game,0,-2,3,1:15
18,1,Downs,0,18,6,0:41
1,4,Field Goal,0,77,14,7:42
3,7,Touchdown,7,85,15,6:03
2,1,Punt,0,28,8,3:15
5,0,Interception,-10,1,3,1:23
4,2,Downs,0,32,9,4:45
7,1,End of Half,-9,24,10,2:05
6,3,Field Goal,0,50,10,4:47
9,3,Punt,5,15,12,6:04
8,2,Punt,0,40,10,4:25
