drive,fds,result,penyds,ydsgained,numplays,postime
20,0,Punt,0,8,6,1:10
21,0,Downs,0,3,4,0:43
22,0,End of Game,0,-2,3,0:57
1,4,Touchdown,15,74,12,5:47
3,0,Punt,-5,2,6,1:34
2,3,Touchdown,0,45,8,2:43
5,0,Downs,-5,13,7,1:32
4,2,Fumble,0,36,5,2:07
7,2,Punt,-10,23,13,5:19
6,2,Touchdown,0,24,5,1:21
9,0,Punt,0,7,4,1:58
8,1,Punt,0,35,8,3:33
11,2,Touchdown,15,57,8,0:50
10,2,Field Goal,0,29,10,3:16
13,0,Punt,0,4,4,2:10
12,0,Punt,0,9,5,1:37
15,1,Punt,0,17,7,3:50
14,2,Punt,-15,38,11,5:16
17,5,Field Goal,-5,86,16,8:41
16,1,Punt,0,41,5,1:41
19,3,Interception,0,32,10,1:46
18,4,Interception,0,62,8,2:09
