drive,fds,result,penyds,ydsgained,numplays,postime
9,1,Punt,-10,45,10,3:58
24,0,Punt,0,5,6,1:11
10,0,Fumble,0,-6,1,0:12
20,0,Punt,-5,13,5,2:08
6,0,Punt,0,1,4,0:51
27,0,Fumble,0,0,1,0:02
18,1,Punt,0,12,7,2:48
26,3,Field Goal,15,35,6,0:32
25,2,Field Goal,0,61,13,1:40
1,1,Punt,-15,21,12,3:15
5,0,Punt,-5,-4,5,2:19
13,0,Interception,0,3,3,1:32
21,1,Punt,0,29,7,2:49
23,0,Punt,-5,-9,6,1:40
11,1,Touchdown,0,5,2,0:05
14,3,Touchdown,5,26,9,1:59
8,4,Field Goal,0,55,15,5:06
19,0,Punt,0,-2,4,0:54
22,4,Field Goal,5,60,14,6:20
12,3,Interception,15,25,8,2:41
16,3,Punt,0,39,11,4:40
7,3,Touchdown,0,44,6,2:39
3,0,"Fumble, Safety",5,-8,4,0:55
17,3,Punt,5,50,13,5:16
4,0,Punt,0,6,5,1:39
2,1,Punt,0,33,5,2:15
15,0,End of Half,0,7,2,0:34
