drive,fds,result,penyds,ydsgained,numplays,postime
20,0,End of Game,0,-1,2,0:26
15,3,Field Goal,0,65,13,4:17
10,1,Punt,-5,15,8,2:27
6,4,Field Goal,0,60,10,2:04
14,1,Touchdown,0,19,4,0:49
16,0,Punt,0,-5,5,1:25
19,0,Interception,0,0,3,0:12
7,0,Fumble,0,-14,3,0:48
2,0,Punt,0,3,5,2:12
13,0,Punt,-10,6,5,2:20
4,3,Touchdown,0,80,9,2:56
12,0,Punt,0,0,4,0:25
8,2,Touchdown,3,9,6,1:32
1,7,Touchdown,-5,85,17,8:48
18,5,Touchdown,0,75,16,4:08
17,3,Missed FG,-9,73,11,5:28
5,5,Field Goal,-10,88,15,8:02
3,3,Field Goal,0,42,11,5:58
11,1,Interception,0,15,6,2:15
9,2,Field Goal,0,47,10,3:28
