drive,fds,result,penyds,ydsgained,numplays,postime
24,2,Touchdown,0,80,6,2:22
25,7,Touchdown,10,70,15,5:20
26,4,Field Goal,0,72,15,7:35
27,3,Touchdown,-10,100,9,2:13
20,0,Interception,0,6,3,1:27
21,0,Punt,-10,15,6,2:17
22,1,Field Goal,-10,48,8,3:04
23,1,Field Goal,0,60,6,1:32
28,2,End of Game,0,69,14,2:04
1,2,Field Goal,0,53,7,1:49
3,1,Punt,0,11,6,2:50
2,0,Punt,0,-10,5,2:04
5,1,Punt,0,20,6,1:48
4,2,Punt,0,43,8,3:03
7,0,Punt,0,6,6,2:07
6,0,Punt,0,3,4,1:34
9,1,Punt,0,16,7,2:55
8,0,Punt,-15,22,6,1:48
11,2,Downs,4,54,9,3:57
10,0,Punt,0,-3,4,0:49
13,0,Punt,0,4,4,1:12
12,0,Punt,0,0,6,0:54
15,0,Punt,-5,10,5,0:25
14,0,Punt,-6,7,6,1:28
17,0,Fumble,0,-1,2,0:18
16,1,Missed FG,-25,50,6,0:57
19,0,Punt,0,-7,5,2:06
18,0,Field Goal,0,0,1,0:02
