drive,fds,result,penyds,ydsgained,numplays,postime
11,1,Touchdown,0,20,4,0:51
10,0,Fumble,0,0,1,0:06
13,2,Field Goal,0,26,9,3:49
12,0,Punt,0,1,5,2:20
15,1,Punt,0,41,6,1:46
14,3,Field Goal,-10,50,13,4:48
17,5,Touchdown,10,64,14,4:40
16,1,Punt,0,20,6,2:12
19,0,End of Game,0,-2,5,1:54
18,3,Touchdown,0,80,6,1:07
1,4,Touchdown,0,80,11,3:24
3,5,Touchdown,0,68,12,5:51
2,0,Punt,0,4,5,1:39
5,0,Punt,0,9,5,1:40
4,4,Field Goal,0,65,16,7:40
7,4,Field Goal,41,32,13,6:09
6,1,Punt,0,15,5,1:05
9,5,Touchdown,0,74,13,6:27
8,5,Field Goal,9,59,16,2:32
