drive,fds,result,penyds,ydsgained,numplays,postime
9,5,Touchdown,0,61,11,5:48
24,0,Fumble,-4,3,4,0:37
10,4,Field Goal,0,70,15,5:33
20,0,Field Goal,0,8,4,2:21
6,1,Fumble,0,13,5,1:47
18,1,Punt,-15,28,8,4:06
25,0,End of Game,0,-2,3,0:52
1,0,Punt,0,-2,5,1:29
5,1,Punt,-5,11,6,2:04
13,1,Interception,-5,22,5,2:36
21,5,Touchdown,15,60,11,4:43
23,0,Punt,0,5,7,0:28
11,0,Punt,0,3,5,1:13
14,0,Punt,0,4,4,1:36
8,0,Punt,0,9,4,2:01
19,0,Fumble,0,6,1,0:09
22,0,Punt,0,-3,5,1:02
12,1,Punt,0,27,5,2:10
16,3,Field Goal,15,54,8,4:18
7,0,Punt,0,3,4,1:32
3,1,Punt,0,19,7,2:52
17,0,Punt,0,9,6,1:13
4,2,Punt,0,37,10,4:36
2,2,Touchdown,0,59,6,2:18
15,1,Punt,0,19,6,2:36
