drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Field Goal,0,8,4,1:58
10,5,Touchdown,-15,94,11,5:37
20,5,Touchdown,0,71,14,2:13
6,0,Punt,0,4,5,1:13
18,5,Field Goal,0,80,12,4:18
1,0,Punt,0,3,5,1:33
5,1,Punt,0,18,8,4:06
13,1,Field Goal,0,50,7,1:12
21,1,End of Half,0,11,5,0:27
23,1,Missed FG,-5,33,9,2:12
11,1,Touchdown,0,80,5,1:08
14,1,End of Half,5,12,5,0:30
8,0,Fumble,0,2,1,0:10
19,0,Punt,5,4,6,1:44
22,4,Field Goal,-5,66,15,6:15
12,0,Punt,0,6,7,0:31
16,2,Punt,0,29,10,5:32
7,1,Punt,0,19,5,2:20
3,5,Field Goal,0,78,12,6:33
17,6,Interception,-9,76,25,11:21
4,1,Punt,0,29,7,2:02
2,0,Punt,0,0,4,1:07
15,2,Punt,-15,45,13,4:25
