drive,fds,result,penyds,ydsgained,numplays,postime
20,1,Punt,0,17,8,4:06
21,0,End of Game,0,1,2,0:29
1,3,Missed FG,0,57,12,6:11
3,1,Punt,0,19,7,2:19
2,2,Field Goal,0,63,7,3:20
5,2,Field Goal,0,61,9,4:24
4,6,Touchdown,5,77,14,6:06
7,0,Punt,-10,16,8,0:52
6,4,Field Goal,4,54,13,5:15
9,0,End of Half,0,0,2,0:27
8,1,Punt,0,21,8,1:06
11,2,Downs,5,37,10,2:11
10,1,Touchdown,-5,80,6,2:06
13,2,Fumble,14,6,9,2:29
12,5,Touchdown,15,52,9,4:58
15,1,Punt,0,10,6,1:14
14,3,Touchdown,15,26,5,1:24
17,2,Downs,20,16,6,1:56
16,1,Punt,-10,18,8,4:07
19,2,Interception,0,28,7,2:32
18,1,Punt,-10,18,6,2:28
