drive,fds,result,penyds,ydsgained,numplays,postime
24,0,End of Half,0,6,2,0:23
25,1,Fumble,0,22,3,0:55
26,0,Punt,-10,8,5,1:21
27,2,Field Goal,-10,55,14,5:12
20,0,Punt,0,9,6,1:20
21,1,Punt,0,31,7,1:45
22,1,Punt,0,8,6,1:02
23,1,Interception,0,14,3,0:27
1,3,Punt,0,39,12,5:29
3,4,Field Goal,0,63,13,6:11
2,5,Field Goal,0,69,16,5:42
5,2,Fumble,-10,32,8,3:20
4,0,Punt,0,4,5,1:38
7,3,Interception,-5,42,11,1:32
6,4,Touchdown,-5,54,12,5:21
9,0,End of Half,0,-1,2,0:09
8,1,Field Goal,5,18,7,0:38
11,3,Touchdown,0,30,9,4:10
10,0,Punt,0,6,5,1:44
13,2,Punt,-10,43,10,5:01
12,0,Punt,0,7,5,1:37
15,5,Touchdown,0,63,11,4:11
14,0,Safety,0,-12,3,1:27
17,0,Punt,-10,8,5,2:03
16,0,Punt,-5,5,6,2:17
19,1,Interception,5,5,5,1:33
18,0,Punt,5,2,5,1:00
