drive,fds,result,penyds,ydsgained,numplays,postime
24,1,End of Game,0,14,4,0:18
20,0,Interception,0,0,1,0:08
21,2,Touchdown,0,16,6,2:11
22,5,Fumble,0,53,16,5:14
23,1,Punt,0,16,12,3:02
1,1,Punt,0,10,9,2:48
3,2,Field Goal,-5,51,11,3:27
2,4,Field Goal,0,72,10,4:10
5,1,Punt,0,20,6,2:51
4,5,Touchdown,0,80,14,6:07
7,3,Field Goal,8,30,12,4:24
6,1,Punt,-10,18,7,3:17
9,3,Field Goal,0,57,8,0:30
8,1,Punt,-5,22,10,2:26
11,0,Punt,0,1,5,0:52
10,2,Touchdown,0,66,4,0:57
13,5,Touchdown,0,75,12,3:44
12,5,Touchdown,5,49,12,4:10
15,3,Touchdown,0,38,6,3:03
14,0,Punt,0,6,5,1:17
17,2,Touchdown,0,59,6,0:40
16,0,Punt,-5,0,7,1:09
19,1,Punt,0,26,7,2:13
18,0,Punt,0,2,5,1:02
