drive,fds,result,penyds,ydsgained,numplays,postime
20,2,Fumble,0,25,6,2:00
21,1,Punt,0,11,10,3:05
22,1,End of Game,0,16,4,1:06
1,4,Touchdown,-10,76,13,5:03
3,2,Touchdown,-5,80,7,2:34
2,5,Touchdown,-5,80,12,4:34
5,0,Punt,-5,-8,6,1:51
4,4,Touchdown,0,58,14,4:17
7,0,Punt,-5,14,6,2:54
6,4,Touchdown,0,53,9,4:01
9,3,Touchdown,0,51,9,2:10
8,0,Punt,0,-8,4,1:32
11,0,End of Half,0,1,2,0:15
10,0,Punt,0,9,5,0:49
13,3,Touchdown,32,6,6,1:46
12,1,Interception,-10,3,7,2:55
15,6,Touchdown,15,80,9,4:05
14,1,Punt,0,11,8,2:11
17,4,Touchdown,0,63,10,3:35
16,3,Missed FG,0,46,10,3:16
19,0,Punt,-2,1,5,1:59
18,2,Punt,0,26,10,4:02
