drive,fds,result,penyds,ydsgained,numplays,postime
20,0,Downs,0,9,9,0:42
21,3,Field Goal,15,29,7,1:42
22,0,End of Game,0,-1,3,0:14
1,4,Touchdown,0,75,11,3:42
3,3,Field Goal,-10,54,10,4:23
2,1,Punt,0,23,8,2:32
5,0,Punt,-10,-11,5,1:31
4,0,Punt,-10,13,6,2:19
7,0,Punt,0,0,5,0:31
6,3,Field Goal,8,32,13,3:54
9,6,Field Goal,2,75,19,7:00
8,1,Punt,15,9,5,2:20
11,1,Punt,-10,36,7,1:58
10,0,Punt,0,-1,6,1:48
13,0,Interception,0,0,1,0:08
12,1,Punt,0,11,6,3:00
15,1,Punt,-10,21,10,4:46
14,2,Touchdown,-10,52,5,2:01
17,2,Field Goal,-5,27,9,3:59
16,1,Fumble,-10,40,7,3:07
19,6,Touchdown,0,78,19,5:42
18,2,Field Goal,0,68,7,2:41
