drive,fds,result,penyds,ydsgained,numplays,postime
24,6,Touchdown,0,80,17,2:56
20,0,Punt,0,4,6,0:57
21,5,Touchdown,-4,64,13,5:50
22,1,Touchdown,0,72,3,0:20
23,3,Field Goal,0,44,14,4:46
1,1,Punt,0,33,7,2:48
3,1,Punt,0,14,9,3:16
2,5,Touchdown,15,69,6,2:22
5,1,Punt,-10,56,8,3:42
4,0,Punt,-10,12,5,2:46
7,0,Punt,0,4,4,1:34
6,0,Punt,-10,17,6,1:42
9,3,Field Goal,0,47,9,5:38
8,0,Punt,-5,13,5,1:48
11,1,Punt,0,33,9,1:10
10,0,Punt,0,-5,5,1:48
13,0,Interception,0,0,1,0:02
12,3,Missed FG,0,51,12,1:24
15,0,Punt,0,6,4,2:06
14,1,Fumble,0,26,6,2:00
17,0,Punt,0,0,4,1:48
16,1,Punt,0,8,5,2:06
19,3,Field Goal,0,58,10,3:32
18,3,Interception,0,49,9,3:39
