drive,fds,result,penyds,ydsgained,numplays,postime
9,0,Punt,-5,4,7,2:45
24,0,Downs,0,-8,4,0:57
10,3,Interception,-5,50,10,3:55
20,1,Interception,-4,46,6,1:30
6,0,Punt,0,9,5,1:28
27,0,End of Game,0,-2,5,1:45
18,1,Punt,0,11,6,2:19
26,0,Interception,0,3,4,0:41
25,0,Field Goal,0,9,5,2:18
1,0,Punt,0,0,5,1:59
5,0,Punt,0,6,5,1:04
13,0,Punt,0,6,4,0:43
21,2,Field Goal,0,44,7,3:48
23,0,Punt,0,3,7,0:30
11,3,Punt,0,31,11,5:26
14,0,End of Half,0,-1,1,0:02
8,4,Touchdown,-5,62,11,4:47
19,6,Field Goal,5,87,19,9:16
22,0,Punt,0,0,5,0:32
12,0,Punt,0,2,6,0:27
16,0,Punt,0,-5,4,1:34
7,0,Punt,0,-3,4,1:05
3,1,Punt,-5,12,7,2:54
17,0,Punt,-11,16,4,1:52
4,1,Field Goal,0,68,6,1:46
2,1,Punt,0,15,7,1:39
15,1,Punt,0,28,8,2:58
