drive,fds,result,penyds,ydsgained,numplays,postime
20,4,Touchdown,0,87,16,5:46
21,1,Interception,0,15,6,0:38
1,0,Punt,0,7,5,1:47
3,4,Touchdown,0,80,9,3:36
2,5,Interception,5,70,16,7:30
5,0,Punt,0,5,4,1:36
4,2,Interception,0,55,7,2:46
7,0,Punt,0,0,5,1:50
6,2,Field Goal,15,34,11,4:46
9,1,Fumble,0,27,5,1:41
8,3,Touchdown,0,41,7,2:41
11,0,End of Half,0,0,1,0:02
10,1,Field Goal,0,19,8,1:45
13,3,Touchdown,0,30,6,2:32
12,0,Punt,0,9,5,1:42
15,2,Touchdown,0,74,7,2:23
14,3,Touchdown,0,80,9,3:19
17,4,Touchdown,0,68,8,3:32
16,1,Punt,0,18,6,1:37
19,2,Punt,-10,39,13,5:14
18,4,Touchdown,0,77,8,3:17
