drive,fds,result,penyds,ydsgained,numplays,postime
20,3,Punt,7,36,16,4:59
21,3,End of Game,0,36,8,1:07
1,5,Touchdown,-5,89,15,7:37
3,0,Punt,0,7,5,1:00
2,1,Punt,0,10,7,2:23
5,1,Punt,-5,9,7,3:25
4,0,Punt,0,4,4,1:20
7,1,Punt,0,36,7,3:23
6,0,Punt,0,2,4,1:25
9,2,Field Goal,0,38,9,4:12
8,0,Punt,0,0,4,1:29
11,0,End of Half,0,-1,4,0:31
10,6,Touchdown,5,75,17,3:15
13,2,Punt,0,35,10,5:06
12,5,Touchdown,-14,86,15,5:33
15,1,Punt,0,14,8,2:12
14,1,Punt,0,19,7,3:04
17,1,Downs,0,19,6,3:12
16,0,Punt,0,-6,4,1:29
19,3,Field Goal,0,75,9,3:07
18,1,Touchdown,0,62,2,0:11
