eid,season,week,Home,Away,HomeScore,AwayScore,Day,Time,Favorite,Underdog,Spread
2011112702,2011,12,JAC,HOU,13,20,Sun,01:00,HOU,JAC,-6.5
2011112701,2011,12,CIN,CLE,23,20,Sun,01:00,CIN,CLE,-6.5
2011112700,2011,12,NYJ,BUF,28,24,Sun,01:00,NYJ,BUF,-9.5
2011112704,2011,12,STL,ARI,20,23,Sun,01:00,STL,ARI,-2.5
2011112705,2011,12,IND,CAR,19,27,Sun,01:00,CAR,IND,-3.5
2011112706,2011,12,TEN,TB,23,17,Sun,01:00,TEN,TB,-3
2011112707,2011,12,SEA,WAS,17,23,Sun,04:05,SEA,WAS,-3
2011112708,2011,12,OAK,CHI,25,20,Sun,04:05,OAK,CHI,-3
2011112709,2011,12,PHI,NE,20,38,Sun,04:15,NE,PHI,-3
2011112710,2011,12,SD,DEN,13,16,Sun,04:15,SD,DEN,-4.5
2011112711,2011,12,KC,PIT,9,13,Sun,08:20,PIT,KC,-11
2011112800,2011,12,NO,NYG,49,24,Mon,08:30,NO,NYG,-7
2011120100,2011,13,SEA,PHI,31,14,Thu,08:20,PHI,SEA,-3
2011120400,2011,13,WAS,NYJ,19,34,Sun,01:00,NYJ,WAS,-3
2011120401,2011,13,CHI,KC,3,10,Sun,01:00,CHI,KC,-8.5
2011120402,2011,13,BUF,TEN,17,23,Sun,01:00,BUF,TEN,-1
2011120403,2011,13,MIA,OAK,34,14,Sun,01:00,MIA,OAK,-3
2011120405,2011,13,PIT,CIN,35,7,Sun,01:00,PIT,CIN,-7
2011120407,2011,13,TB,CAR,19,38,Sun,01:00,CAR,TB,-2
2011120408,2011,13,HOU,ATL,17,10,Sun,01:00,ATL,HOU,-2
2011120409,2011,13,MIN,DEN,32,35,Sun,01:00,MIN,DEN,-1
2011120413,2011,13,NE,IND,31,24,Sun,01:00,NE,IND,-20.5
2011120404,2011,13,CLE,BAL,10,24,Sun,04:05,BAL,CLE,-7
2011120410,2011,13,NYG,GB,35,38,Sun,04:15,GB,NYG,-7
2011120411,2011,13,ARI,DAL,19,13,Sun,04:15,DAL,ARI,-4.5
2011120412,2011,13,SF,STL,26,0,Sun,04:15,SF,STL,-14
2011120406,2011,13,NO,DET,31,17,Sun,08:20,NO,DET,-8.5
2011120500,2011,13,JAC,SD,14,38,Mon,08:30,SD,JAC,-3
2011120800,2011,14,PIT,CLE,14,3,Thu,08:20,PIT,CLE,-14
2011121100,2011,14,WAS,NE,27,34,Sun,01:00,NE,WAS,-7.5
2011121102,2011,14,NYJ,KC,37,10,Sun,01:00,NYJ,KC,-11
2011121103,2011,14,CIN,HOU,19,20,Sun,01:00,CIN,HOU,-2.5
2011121104,2011,14,BAL,IND,24,10,Sun,01:00,BAL,IND,-16
2011121105,2011,14,DET,MIN,34,28,Sun,01:00,DET,MIN,-10
2011121106,2011,14,CAR,ATL,23,31,Sun,01:00,ATL,CAR,-3
2011121107,2011,14,MIA,PHI,10,26,Sun,01:00,MIA,PHI,-3
2011121108,2011,14,JAC,TB,41,14,Sun,01:00,TB,JAC,-3
2011121109,2011,14,TEN,NO,17,22,Sun,01:00,NO,TEN,-3.5
2011121110,2011,14,ARI,SF,21,19,Sun,04:05,SF,ARI,-3.5
2011121111,2011,14,DEN,CHI,13,10,Sun,04:05,DEN,CHI,-3
2011121101,2011,14,GB,OAK,46,16,Sun,04:15,GB,OAK,-12
2011121112,2011,14,SD,BUF,37,10,Sun,04:15,SD,BUF,-7
2011121113,2011,14,DAL,NYG,34,37,Sun,08:20,DAL,NYG,-4.5
2011121200,2011,14,SEA,STL,30,13,Mon,08:30,SEA,STL,-8.5
2011121500,2011,15,ATL,JAC,41,14,Thu,08:20,ATL,JAC,-13.5
2011121700,2011,15,TB,DAL,15,31,Sat,08:20,DAL,TB,-7.5
2011121802,2011,15,IND,TEN,27,13,Sun,01:00,TEN,IND,-6.5
2011121803,2011,15,NYG,WAS,10,23,Sun,01:00,NYG,WAS,-6.5
2011121804,2011,15,CHI,SEA,14,38,Sun,01:00,CHI,SEA,-3.5
2011121801,2011,15,BUF,MIA,23,30,Sun,01:00,BUF,MIA,0
2011121800,2011,15,STL,CIN,13,20,Sun,01:00,CIN,STL,-7
2011121805,2011,15,MIN,NO,20,42,Sun,01:00,NO,MIN,-7
2011121806,2011,15,HOU,CAR,13,28,Sun,01:00,HOU,CAR,-5
2011121807,2011,15,KC,GB,19,14,Sun,01:00,GB,KC,-11.5
2011121808,2011,15,OAK,DET,27,28,Sun,04:05,DET,OAK,-3
2011121809,2011,15,PHI,NYJ,45,19,Sun,04:15,PHI,NYJ,-3
2011121810,2011,15,ARI,CLE,20,17,Sun,04:15,ARI,CLE,-6
2011121811,2011,15,DEN,NE,23,41,Sun,04:15,NE,DEN,-7
2011121812,2011,15,SD,BAL,34,14,Sun,08:20,BAL,SD,-1
2011121900,2011,15,SF,PIT,20,3,Mon,08:30,SF,PIT,-3
2011122200,2011,16,IND,HOU,19,16,Thu,08:20,HOU,IND,-7
2011122400,2011,16,BUF,DEN,40,14,Sat,01:00,DEN,BUF,-3
2011122401,2011,16,NE,MIA,27,24,Sat,01:00,NE,MIA,-7
2011122402,2011,16,BAL,CLE,20,14,Sat,01:00,BAL,CLE,-11
2011122403,2011,16,TEN,JAC,23,17,Sat,01:00,TEN,JAC,-8
2011122404,2011,16,KC,OAK,13,16,Sat,01:00,KC,OAK,-3
2011122405,2011,16,NYJ,NYG,14,29,Sat,01:00,NYJ,NYG,-2.5
2011122406,2011,16,WAS,MIN,26,33,Sat,01:00,WAS,MIN,-6
2011122407,2011,16,CAR,TB,48,16,Sat,01:00,CAR,TB,-8
2011122408,2011,16,CIN,ARI,23,16,Sat,01:00,CIN,ARI,-4
2011122409,2011,16,PIT,STL,27,0,Sat,01:00,PIT,STL,-10
2011122410,2011,16,DET,SD,38,10,Sat,04:05,DET,SD,0
2011122412,2011,16,SEA,SF,17,19,Sat,04:15,SF,SEA,-2.5
2011122411,2011,16,DAL,PHI,7,20,Sat,04:15,PHI,DAL,-2.5
2011122500,2011,16,GB,CHI,35,21,Sun,08:20,GB,CHI,-13.5
2011122600,2011,16,NO,ATL,45,16,Mon,08:30,NO,ATL,-7
2012010100,2011,17,MIA,NYJ,19,17,Sun,01:00,MIA,NYJ,-2
2012010104,2011,17,HOU,TEN,22,23,Sun,01:00,TEN,HOU,-2.5
2012010105,2011,17,JAC,IND,19,13,Sun,01:00,JAC,IND,-3
2012010107,2011,17,PHI,WAS,34,10,Sun,01:00,PHI,WAS,-7.5
2012010108,2011,17,GB,DET,45,41,Sun,01:00,DET,GB,-6.5
2012010109,2011,17,MIN,CHI,13,17,Sun,01:00,MIN,CHI,-2.5
2012010111,2011,17,NO,CAR,45,17,Sun,01:00,NO,CAR,-7
2012010112,2011,17,STL,SF,27,34,Sun,01:00,SF,STL,-12.5
2012010101,2011,17,NE,BUF,49,21,Sun,01:00,NE,BUF,-10.5
2012010115,2011,17,ARI,SEA,23,20,Sun,04:15,ARI,SEA,-2.5
2012010102,2011,17,CIN,BAL,16,24,Sun,04:15,BAL,CIN,-3
2012010103,2011,17,CLE,PIT,9,13,Sun,04:15,PIT,CLE,-7
2012010110,2011,17,ATL,TB,45,24,Sun,04:15,ATL,TB,-10
2012010113,2011,17,DEN,KC,3,7,Sun,04:15,DEN,KC,-2.5
2012010114,2011,17,OAK,SD,26,38,Sun,04:15,OAK,SD,-2.5
2012010106,2011,17,NYG,DAL,31,14,Sun,08:20,NYG,DAL,-3
2012010700,2011,18,HOU,CIN,31,10,Sat,04:30,HOU,CIN,-4
2012010701,2011,18,NO,DET,45,28,Sat,08:00,NO,DET,-10.5
2012010801,2011,18,NYG,ATL,24,2,Sun,01:00,NYG,ATL,-3
2012010800,2011,18,DEN,PIT,29,23,Sun,04:30,PIT,DEN,-7.5
2012011401,2011,19,SF,NO,36,32,Sat,04:30,NO,SF,-3.5
2012011400,2011,19,NE,DEN,45,10,Sat,08:00,NE,DEN,-14
2012011500,2011,19,BAL,HOU,20,13,Sun,01:00,BAL,HOU,-8
2012011501,2011,19,GB,NYG,20,37,Sun,04:30,GB,NYG,-8.5
2012012200,2011,20,NE,BAL,23,20,Sun,03:00,NE,BAL,-7
2012012201,2011,20,SF,NYG,17,20,Sun,06:30,SF,NYG,-2
2012020500,2011,22,NE,NYG,17,21,Sun,06:20,NE,NYG,-3
