eid,season,week,Home,Away,HomeScore,AwayScore,Day,Time,Favorite,Underdog,Spread
2011090800,2011,1,GB,NO,42,34,Thu,08:30,GB,NO,-5
2011091100,2011,1,BAL,PIT,35,7,Sun,01:00,BAL,PIT,-1
2011091101,2011,1,CLE,CIN,17,27,Sun,01:00,CLE,CIN,-7
2011091102,2011,1,HOU,IND,34,7,Sun,01:00,HOU,IND,-8.5
2011091103,2011,1,JAC,TEN,16,14,Sun,01:00,TEN,JAC,-1
2011091104,2011,1,KC,BUF,7,41,Sun,01:00,KC,BUF,-4
2011091105,2011,1,CHI,ATL,30,12,Sun,01:00,ATL,CHI,-2
2011091106,2011,1,TB,DET,20,27,Sun,01:00,TB,DET,-1.5
2011091107,2011,1,STL,PHI,13,31,Sun,01:00,PHI,STL,-4
2011091108,2011,1,WAS,NYG,28,14,Sun,04:15,NYG,WAS,-1
2011091109,2011,1,ARI,CAR,28,21,Sun,04:15,ARI,CAR,-6.5
2011091110,2011,1,SF,SEA,33,17,Sun,04:15,SF,SEA,-6
2011091111,2011,1,SD,MIN,24,17,Sun,04:15,SD,MIN,-9
2011091112,2011,1,NYJ,DAL,27,24,Sun,08:20,NYJ,DAL,-6.5
2011091200,2011,1,MIA,NE,24,38,Mon,07:00,NE,MIA,-7
2011091201,2011,1,DEN,OAK,20,23,Mon,10:15,DEN,OAK,-3
2011091800,2011,2,DET,KC,48,3,Sun,01:00,DET,KC,-8
2011091801,2011,2,BUF,OAK,38,35,Sun,01:00,BUF,OAK,-3.5
2011091802,2011,2,TEN,BAL,26,13,Sun,01:00,BAL,TEN,-5.5
2011091803,2011,2,NYJ,JAC,32,3,Sun,01:00,NYJ,JAC,-9
2011091804,2011,2,IND,CLE,19,27,Sun,01:00,CLE,IND,-1.5
2011091805,2011,2,WAS,ARI,22,21,Sun,01:00,WAS,ARI,-4.5
2011091806,2011,2,MIN,TB,20,24,Sun,01:00,MIN,TB,-1
2011091807,2011,2,CAR,GB,23,30,Sun,01:00,GB,CAR,-10.5
2011091808,2011,2,NO,CHI,30,13,Sun,01:00,NO,CHI,-5
2011091809,2011,2,PIT,SEA,24,0,Sun,01:00,PIT,SEA,-14
2011091810,2011,2,SF,DAL,24,27,Sun,04:05,DAL,SF,-3
2011091811,2011,2,NE,SD,35,21,Sun,04:15,NE,SD,-6.5
2011091812,2011,2,DEN,CIN,24,22,Sun,04:15,DEN,CIN,-3
2011091813,2011,2,MIA,HOU,13,23,Sun,04:15,HOU,MIA,-3
2011091814,2011,2,ATL,PHI,35,31,Sun,08:20,PHI,ATL,-2.5
2011091900,2011,2,NYG,STL,28,16,Mon,08:30,NYG,STL,-7
2011092500,2011,3,CAR,JAC,16,10,Sun,01:00,CAR,JAC,-3.5
2011092501,2011,3,NO,HOU,40,33,Sun,01:00,NO,HOU,-3.5
2011092502,2011,3,BUF,NE,34,31,Sun,01:00,NE,BUF,-7
2011092503,2011,3,CLE,MIA,17,16,Sun,01:00,MIA,CLE,-1.5
2011092504,2011,3,TEN,DEN,17,14,Sun,01:00,TEN,DEN,-7
2011092505,2011,3,PHI,NYG,16,29,Sun,01:00,PHI,NYG,-8
2011092506,2011,3,MIN,DET,23,26,Sun,01:00,DET,MIN,-3
2011092507,2011,3,CIN,SF,8,13,Sun,01:00,CIN,SF,-1
2011092508,2011,3,OAK,NYJ,34,24,Sun,04:05,NYJ,OAK,-2.5
2011092509,2011,3,SD,KC,20,17,Sun,04:05,SD,KC,-14
2011092510,2011,3,STL,BAL,7,37,Sun,04:05,BAL,STL,-5.5
2011092511,2011,3,CHI,GB,17,27,Sun,04:15,GB,CHI,-4.5
2011092512,2011,3,SEA,ARI,13,10,Sun,04:15,ARI,SEA,-3
2011092513,2011,3,TB,ATL,16,13,Sun,04:15,TB,ATL,-1
2011092514,2011,3,IND,PIT,20,23,Sun,08:20,PIT,IND,-11
2011092600,2011,3,DAL,WAS,18,16,Mon,08:30,DAL,WAS,-3.5
2011100200,2011,4,CIN,BUF,23,20,Sun,01:00,BUF,CIN,-3
2011100201,2011,4,CLE,TEN,13,31,Sun,01:00,CLE,TEN,-1.5
2011100202,2011,4,HOU,PIT,17,10,Sun,01:00,HOU,PIT,-4
2011100203,2011,4,DAL,DET,30,34,Sun,01:00,DAL,DET,-2.5
2011100204,2011,4,PHI,SF,23,24,Sun,01:00,PHI,SF,-10
2011100205,2011,4,CHI,CAR,34,29,Sun,01:00,CHI,CAR,-7
2011100206,2011,4,STL,WAS,10,17,Sun,01:00,WAS,STL,-3
2011100207,2011,4,JAC,NO,10,23,Sun,01:00,NO,JAC,-8.5
2011100208,2011,4,KC,MIN,22,17,Sun,01:00,MIN,KC,-3
2011100209,2011,4,ARI,NYG,27,31,Sun,04:05,NYG,ARI,-1.5
2011100210,2011,4,SEA,ATL,28,30,Sun,04:05,ATL,SEA,-6
2011100211,2011,4,GB,DEN,49,23,Sun,04:15,GB,DEN,-12
2011100212,2011,4,OAK,NE,19,31,Sun,04:15,NE,OAK,-6.5
2011100213,2011,4,SD,MIA,26,16,Sun,04:15,SD,MIA,-6.5
2011100214,2011,4,BAL,NYJ,34,17,Sun,08:20,BAL,NYJ,-5
2011100300,2011,4,TB,IND,24,17,Mon,08:30,TB,IND,-10
2011100900,2011,5,PIT,TEN,38,17,Sun,01:00,PIT,TEN,-3
2011100901,2011,5,HOU,OAK,20,25,Sun,01:00,HOU,OAK,-5
2011100902,2011,5,IND,KC,24,28,Sun,01:00,IND,KC,-1.5
2011100903,2011,5,JAC,CIN,20,30,Sun,01:00,CIN,JAC,-2.5
2011100904,2011,5,NYG,SEA,25,36,Sun,01:00,NYG,SEA,-10
2011100905,2011,5,MIN,ARI,34,10,Sun,01:00,MIN,ARI,-3.5
2011100906,2011,5,CAR,NO,27,30,Sun,01:00,NO,CAR,-6.5
2011100907,2011,5,BUF,PHI,31,24,Sun,01:00,PHI,BUF,-3
2011100908,2011,5,SF,TB,48,3,Sun,04:05,SF,TB,-3
2011100909,2011,5,NE,NYJ,30,21,Sun,04:15,NE,NYJ,-7.5
2011100910,2011,5,DEN,SD,24,29,Sun,04:15,SD,DEN,-3.5
2011100911,2011,5,ATL,GB,14,25,Sun,08:20,GB,ATL,-6
2011101000,2011,5,DET,CHI,24,13,Mon,08:30,DET,CHI,-6.5
2011101600,2011,6,NYG,BUF,27,24,Sun,01:00,NYG,BUF,-3.5
2011101601,2011,6,CIN,IND,27,17,Sun,01:00,CIN,IND,-5
2011101602,2011,6,PIT,JAC,17,13,Sun,01:00,PIT,JAC,-12.5
2011101603,2011,6,WAS,PHI,13,20,Sun,01:00,PHI,WAS,-3
2011101604,2011,6,DET,SF,19,25,Sun,01:00,DET,SF,-5
2011101605,2011,6,GB,STL,24,3,Sun,01:00,GB,STL,-14
2011101606,2011,6,ATL,CAR,31,17,Sun,01:00,ATL,CAR,-3.5
2011101607,2011,6,OAK,CLE,24,17,Sun,04:05,OAK,CLE,-7
2011101608,2011,6,BAL,HOU,29,14,Sun,04:05,BAL,HOU,-7
2011101609,2011,6,TB,NO,26,20,Sun,04:15,NO,TB,-6.5
2011101610,2011,6,NE,DAL,20,16,Sun,04:15,NE,DAL,-6.5
2011101611,2011,6,CHI,MIN,39,10,Sun,08:20,CHI,MIN,-2
2011101700,2011,6,NYJ,MIA,24,6,Mon,08:30,NYJ,MIA,-7
2011102300,2011,7,MIA,DEN,15,18,Sun,01:00,DEN,MIA,-1
2011102301,2011,7,NYJ,SD,27,21,Sun,01:00,SD,NYJ,-1
2011102302,2011,7,TEN,HOU,7,41,Sun,01:00,TEN,HOU,-2.5
2011102303,2011,7,DET,ATL,16,23,Sun,01:00,DET,ATL,-4.5
2011102304,2011,7,CAR,WAS,33,20,Sun,01:00,CAR,WAS,-2.5
2011102305,2011,7,TB,CHI,18,24,Sun,01:00,CHI,TB,-1.5
2011102306,2011,7,CLE,SEA,6,3,Sun,01:00,CLE,SEA,-3
2011102307,2011,7,ARI,PIT,20,32,Sun,04:05,PIT,ARI,-4
2011102308,2011,7,OAK,KC,0,28,Sun,04:05,OAK,KC,-3.5
2011102309,2011,7,MIN,GB,27,33,Sun,04:15,GB,MIN,-10.5
2011102310,2011,7,DAL,STL,34,7,Sun,04:15,DAL,STL,-14
2011102311,2011,7,NO,IND,62,7,Sun,08:20,NO,IND,-13.5
2011102400,2011,7,JAC,BAL,12,7,Mon,08:30,BAL,JAC,-10.5
2011103000,2011,8,NYG,MIA,20,17,Sun,01:00,NYG,MIA,-9.5
2011103001,2011,8,HOU,JAC,24,14,Sun,01:00,HOU,JAC,-10
2011103002,2011,8,TEN,IND,27,10,Sun,01:00,TEN,IND,-7.5
2011103003,2011,8,CAR,MIN,21,24,Sun,01:00,CAR,MIN,-3
2011103004,2011,8,STL,NO,31,21,Sun,01:00,NO,STL,-13.5
2011103005,2011,8,BAL,ARI,30,27,Sun,01:00,BAL,ARI,-11.5
2011103006,2011,8,DEN,DET,10,45,Sun,04:05,DET,DEN,-3
2011103007,2011,8,BUF,WAS,23,0,Sun,04:05,BUF,WAS,-4
2011103008,2011,8,PIT,NE,25,17,Sun,04:15,NE,PIT,-3
2011103009,2011,8,SF,CLE,20,10,Sun,04:15,SF,CLE,-9
2011103010,2011,8,SEA,CIN,12,34,Sun,04:15,CIN,SEA,-1.5
2011103011,2011,8,PHI,DAL,34,7,Sun,08:20,PHI,DAL,-3
2011103100,2011,8,KC,SD,23,20,Mon,08:30,SD,KC,-3
2011110600,2011,9,BUF,NYJ,11,27,Sun,01:00,BUF,NYJ,-2.5
2011110601,2011,9,HOU,CLE,30,12,Sun,01:00,HOU,CLE,-10.5
2011110602,2011,9,KC,MIA,3,31,Sun,01:00,KC,MIA,-5.5
2011110603,2011,9,DAL,SEA,23,13,Sun,01:00,DAL,SEA,-10.5
2011110604,2011,9,WAS,SF,11,19,Sun,01:00,SF,WAS,-5
2011110605,2011,9,NO,TB,27,16,Sun,01:00,NO,TB,-8.5
2011110606,2011,9,IND,ATL,7,31,Sun,01:00,ATL,IND,-6.5
2011110607,2011,9,OAK,DEN,24,38,Sun,04:05,OAK,DEN,-7
2011110608,2011,9,TEN,CIN,17,24,Sun,04:05,TEN,CIN,-2.5
2011110609,2011,9,NE,NYG,20,24,Sun,04:15,NE,NYG,-9.5
2011110610,2011,9,SD,GB,38,45,Sun,04:15,GB,SD,-5.5
2011110611,2011,9,ARI,STL,19,13,Sun,04:15,ARI,STL,-1
2011110612,2011,9,PIT,BAL,20,23,Sun,08:20,PIT,BAL,-3.5
2011110700,2011,9,PHI,CHI,24,30,Mon,08:30,PHI,CHI,-8
2011111000,2011,10,SD,OAK,17,24,Thu,08:20,SD,OAK,-7
2011111300,2011,10,DAL,BUF,44,7,Sun,01:00,DAL,BUF,-4.5
2011111301,2011,10,CAR,TEN,3,30,Sun,01:00,CAR,TEN,-3.5
2011111302,2011,10,TB,HOU,9,37,Sun,01:00,HOU,TB,-3.5
2011111303,2011,10,CIN,PIT,17,24,Sun,01:00,PIT,CIN,-3.5
2011111304,2011,10,IND,JAC,3,17,Sun,01:00,JAC,IND,-3
2011111305,2011,10,KC,DEN,10,17,Sun,01:00,KC,DEN,-3
2011111306,2011,10,PHI,ARI,17,21,Sun,01:00,PHI,ARI,-13
2011111308,2011,10,ATL,NO,23,26,Sun,01:00,ATL,NO,-1
2011111309,2011,10,MIA,WAS,20,9,Sun,01:00,MIA,WAS,-4
2011111310,2011,10,CLE,STL,12,13,Sun,01:00,CLE,STL,-2.5
2011111311,2011,10,SEA,BAL,22,17,Sun,04:05,BAL,SEA,-7
2011111307,2011,10,CHI,DET,37,13,Sun,04:15,CHI,DET,-2.5
2011111312,2011,10,SF,NYG,27,20,Sun,04:15,SF,NYG,-4
2011111313,2011,10,NYJ,NE,16,37,Sun,08:20,NYJ,NE,-2.5
2011111400,2011,10,GB,MIN,45,7,Mon,08:30,GB,MIN,-13
2011111700,2011,11,DEN,NYJ,17,13,Thu,08:20,NYJ,DEN,-6
2011112002,2011,11,MIA,BUF,35,8,Sun,01:00,MIA,BUF,-2.5
2011112003,2011,11,CLE,JAC,14,10,Sun,01:00,CLE,JAC,-1.5
2011112004,2011,11,BAL,CIN,31,24,Sun,01:00,BAL,CIN,-7
2011112000,2011,11,MIN,OAK,21,27,Sun,01:00,MIN,OAK,-2
2011112005,2011,11,WAS,DAL,24,27,Sun,01:00,DAL,WAS,-7
2011112006,2011,11,DET,CAR,49,35,Sun,01:00,DET,CAR,-7
2011112007,2011,11,GB,TB,35,26,Sun,01:00,GB,TB,-14
2011112008,2011,11,SF,ARI,23,7,Sun,04:05,SF,ARI,-10
2011112009,2011,11,STL,SEA,7,24,Sun,04:05,STL,SEA,-3
2011112001,2011,11,ATL,TEN,23,17,Sun,04:15,ATL,TEN,-6
2011112010,2011,11,CHI,SD,31,20,Sun,04:15,CHI,SD,-4.5
2011112011,2011,11,NYG,PHI,10,17,Sun,08:20,NYG,PHI,-6
2011112100,2011,11,NE,KC,34,3,Mon,08:30,NE,KC,-17
2011112400,2011,12,DET,GB,15,27,Thu,12:30,GB,DET,-4.5
2011112401,2011,12,DAL,MIA,20,19,Thu,04:15,DAL,MIA,-7
2011112402,2011,12,BAL,SF,16,6,Thu,08:20,BAL,SF,-3.5
2011112703,2011,12,ATL,MIN,24,14,Sun,01:00,ATL,MIN,-10
