eid,season,week,Home,Away,HomeScore,AwayScore,Day,Time,Favorite,Underdog,Spread
2013090500,2013,1,DEN,BAL,49,27,Thu,08:30,DEN,BAL,-7.5
2013090800,2013,1,BUF,NE,21,23,Sun,01:00,NE,BUF,-10
2013090801,2013,1,CAR,SEA,7,12,Sun,01:00,SEA,CAR,-3
2013090802,2013,1,CHI,CIN,24,21,Sun,01:00,CHI,CIN,-3
2013090803,2013,1,CLE,MIA,10,23,Sun,01:00,CLE,MIA,-2.5
2013090804,2013,1,DET,MIN,34,24,Sun,01:00,DET,MIN,-4
2013090805,2013,1,IND,OAK,21,17,Sun,01:00,IND,OAK,-11
2013090806,2013,1,JAC,KC,2,28,Sun,01:00,KC,JAC,-3.5
2013090807,2013,1,NYJ,TB,18,17,Sun,01:00,TB,NYJ,-4
2013090808,2013,1,NO,ATL,23,17,Sun,01:00,NO,ATL,-3.5
2013090809,2013,1,PIT,TEN,9,16,Sun,01:00,PIT,TEN,-6
2013090810,2013,1,STL,ARI,27,24,Sun,04:25,STL,ARI,-4
2013090811,2013,1,SF,GB,34,28,Sun,04:25,SF,GB,-5.5
2013090812,2013,1,DAL,NYG,36,31,Sun,08:30,DAL,NYG,-3.5
2013090900,2013,1,WAS,PHI,27,33,Mon,07:10,WAS,PHI,-4
2013090901,2013,1,SD,HOU,28,31,Mon,10:20,HOU,SD,-6
2013091200,2013,2,NE,NYJ,13,10,Thu,08:25,NE,NYJ,-11
2013091500,2013,2,ATL,STL,31,24,Sun,01:00,ATL,STL,-5
2013091501,2013,2,BAL,CLE,14,6,Sun,01:00,BAL,CLE,-6.5
2013091502,2013,2,BUF,CAR,24,23,Sun,01:00,CAR,BUF,-3.5
2013091503,2013,2,CHI,MIN,31,30,Sun,01:00,CHI,MIN,-6
2013091504,2013,2,GB,WAS,38,20,Sun,01:00,GB,WAS,-7
2013091505,2013,2,HOU,TEN,30,24,Sun,01:00,HOU,TEN,-7.5
2013091506,2013,2,IND,MIA,20,24,Sun,01:00,IND,MIA,-2
2013091507,2013,2,KC,DAL,17,16,Sun,01:00,KC,DAL,-3
2013091508,2013,2,PHI,SD,30,33,Sun,01:00,PHI,SD,-7.5
2013091509,2013,2,ARI,DET,25,21,Sun,04:05,DET,ARI,-2
2013091510,2013,2,TB,NO,14,16,Sun,04:05,NO,TB,-3.5
2013091511,2013,2,NYG,DEN,23,41,Sun,04:25,DEN,NYG,-3.5
2013091512,2013,2,OAK,JAC,19,9,Sun,04:25,OAK,JAC,-4
2013091513,2013,2,SEA,SF,29,3,Sun,08:30,SEA,SF,-3
2013091600,2013,2,CIN,PIT,20,10,Mon,08:40,CIN,PIT,-6.5
2013091900,2013,3,PHI,KC,16,26,Thu,08:25,PHI,KC,-3.5
2013092200,2013,3,BAL,HOU,30,9,Sun,01:00,BAL,HOU,-1
2013092201,2013,3,CIN,GB,34,30,Sun,01:00,GB,CIN,-3
2013092202,2013,3,DAL,STL,31,7,Sun,01:00,DAL,STL,-3
2013092204,2013,3,MIN,CLE,27,31,Sun,01:00,MIN,CLE,-7
2013092206,2013,3,NE,TB,23,3,Sun,01:00,NE,TB,-7
2013092207,2013,3,NO,ARI,31,7,Sun,01:00,NO,ARI,-7.5
2013092208,2013,3,TEN,SD,20,17,Sun,01:00,TEN,SD,-3
2013092209,2013,3,WAS,DET,20,27,Sun,01:00,DET,WAS,-1
2013092210,2013,3,CAR,NYG,38,0,Sun,01:00,NYG,CAR,-2.5
2013092203,2013,3,MIA,ATL,27,23,Sun,04:05,MIA,ATL,-2.5
2013092205,2013,3,NYJ,BUF,27,20,Sun,04:25,NYJ,BUF,-2.5
2013092211,2013,3,SF,IND,7,27,Sun,04:25,SF,IND,-10.5
2013092212,2013,3,SEA,JAC,45,17,Sun,04:25,SEA,JAC,-19.5
2013092213,2013,3,PIT,CHI,23,40,Sun,08:30,CHI,PIT,-2.5
2013092300,2013,3,DEN,OAK,37,21,Mon,08:40,DEN,OAK,-16.5
2013092600,2013,4,STL,SF,11,35,Thu,08:25,SF,STL,-3.5
2013092900,2013,4,BUF,BAL,23,20,Sun,01:00,BAL,BUF,-3.5
2013092901,2013,4,CLE,CIN,17,6,Sun,01:00,CIN,CLE,-3.5
2013092902,2013,4,DET,CHI,40,32,Sun,01:00,DET,CHI,-3
2013092903,2013,4,HOU,SEA,20,23,Sun,01:00,SEA,HOU,-1.5
2013092904,2013,4,JAC,IND,3,37,Sun,01:00,IND,JAC,-9
2013092905,2013,4,KC,NYG,31,7,Sun,01:00,KC,NYG,-3.5
2013092906,2013,4,MIN,PIT,34,27,Sun,01:00,PIT,MIN,-3
2013092907,2013,4,TB,ARI,10,13,Sun,01:00,TB,ARI,-2.5
2013092908,2013,4,TEN,NYJ,38,13,Sun,04:05,TEN,NYJ,-3.5
2013092909,2013,4,DEN,PHI,52,20,Sun,04:25,DEN,PHI,-10.5
2013092910,2013,4,OAK,WAS,14,24,Sun,04:25,WAS,OAK,-3.5
2013092911,2013,4,SD,DAL,30,21,Sun,04:25,DAL,SD,-1.5
2013092912,2013,4,ATL,NE,23,30,Sun,08:30,ATL,NE,-3
2013093000,2013,4,NO,MIA,38,17,Mon,08:40,NO,MIA,-7
2013100300,2013,5,CLE,BUF,37,24,Thu,08:25,CLE,BUF,-3.5
2013100601,2013,5,CIN,NE,13,6,Sun,01:00,NE,CIN,-1.5
2013100602,2013,5,GB,DET,22,9,Sun,01:00,GB,DET,-10
2013100603,2013,5,IND,SEA,34,28,Sun,01:00,SEA,IND,-3
2013100604,2013,5,MIA,BAL,23,26,Sun,01:00,MIA,BAL,-2.5
2013100600,2013,5,CHI,NO,18,26,Sun,01:00,NO,CHI,-1
2013100605,2013,5,NYG,PHI,21,36,Sun,01:00,PHI,NYG,-1
2013100606,2013,5,STL,JAC,34,20,Sun,01:00,STL,JAC,-11
2013100607,2013,5,TEN,KC,17,26,Sun,01:00,KC,TEN,-2.5
2013100608,2013,5,ARI,CAR,22,6,Sun,04:05,CAR,ARI,-3
2013100609,2013,5,DAL,DEN,48,51,Sun,04:25,DEN,DAL,-8
2013100611,2013,5,SF,HOU,34,3,Sun,08:30,SF,HOU,-4.5
2013100610,2013,5,OAK,SD,27,17,Sun,11:35,SD,OAK,-5.5
2013100700,2013,5,ATL,NYJ,28,30,Mon,08:40,ATL,NYJ,-10
2013101000,2013,6,CHI,NYG,27,21,Thu,08:25,CHI,NYG,-9
2013101300,2013,6,BAL,GB,17,19,Sun,01:00,GB,BAL,-2
2013101301,2013,6,BUF,CIN,24,27,Sun,01:00,CIN,BUF,-6
2013101302,2013,6,CLE,DET,17,31,Sun,01:00,DET,CLE,-2
2013101303,2013,6,HOU,STL,13,38,Sun,01:00,HOU,STL,-9
2013101305,2013,6,MIN,CAR,10,35,Sun,01:00,MIN,CAR,-2.5
2013101304,2013,6,KC,OAK,24,7,Sun,01:00,KC,OAK,-8
2013101306,2013,6,NYJ,PIT,6,19,Sun,01:00,PIT,NYJ,-1.5
2013101307,2013,6,TB,PHI,20,31,Sun,01:00,PHI,TB,-3
2013101308,2013,6,DEN,JAC,35,19,Sun,04:05,DEN,JAC,-27
2013101309,2013,6,SEA,TEN,20,13,Sun,04:05,SEA,TEN,-12.5
2013101310,2013,6,NE,NO,30,27,Sun,04:25,NE,NO,-2
2013101311,2013,6,SF,ARI,32,20,Sun,04:25,SF,ARI,-10
2013101312,2013,6,DAL,WAS,31,16,Sun,08:30,DAL,WAS,-5.5
2013101400,2013,6,SD,IND,19,9,Mon,08:40,IND,SD,-1.5
2013101700,2013,7,ARI,SEA,22,34,Thu,08:25,SEA,ARI,-5.5
2013102000,2013,7,ATL,TB,31,23,Sun,01:00,ATL,TB,-6.5
2013102001,2013,7,CAR,STL,30,15,Sun,01:00,CAR,STL,-7
2013102002,2013,7,DET,CIN,24,27,Sun,01:00,DET,CIN,-3
2013102004,2013,7,JAC,SD,6,24,Sun,01:00,SD,JAC,-7
2013102006,2013,7,MIA,BUF,21,23,Sun,01:00,MIA,BUF,-6
2013102007,2013,7,NYJ,NE,30,27,Sun,01:00,NE,NYJ,-3.5
2013102008,2013,7,PHI,DAL,3,17,Sun,01:00,PHI,DAL,-3
2013102009,2013,7,WAS,CHI,45,41,Sun,01:00,CHI,WAS,-1
2013102010,2013,7,TEN,SF,17,31,Sun,04:05,SF,TEN,-3.5
2013102003,2013,7,GB,CLE,31,13,Sun,04:25,GB,CLE,-8.5
2013102005,2013,7,KC,HOU,17,16,Sun,04:25,KC,HOU,-7
2013102011,2013,7,PIT,BAL,19,16,Sun,04:25,PIT,BAL,-2
2013102012,2013,7,IND,DEN,39,33,Sun,08:30,DEN,IND,-6.5
2013102100,2013,7,NYG,MIN,23,7,Mon,08:40,NYG,MIN,-4
2013102400,2013,8,TB,CAR,13,31,Thu,08:25,CAR,TB,-7
2013102701,2013,8,JAC,SF,10,42,Sun,01:00,SF,JAC,-16
2013102702,2013,8,KC,CLE,23,17,Sun,01:00,KC,CLE,-7
2013102703,2013,8,NE,MIA,27,17,Sun,01:00,NE,MIA,-6.5
2013102704,2013,8,NO,BUF,35,17,Sun,01:00,NO,BUF,-10.5
2013102700,2013,8,DET,DAL,31,30,Sun,01:00,DET,DAL,-3
2013102705,2013,8,PHI,NYG,7,15,Sun,01:00,PHI,NYG,-5.5
2013102706,2013,8,OAK,PIT,21,18,Sun,04:05,PIT,OAK,-3
2013102707,2013,8,CIN,NYJ,49,9,Sun,04:05,CIN,NYJ,-6
2013102708,2013,8,ARI,ATL,27,13,Sun,04:25,ARI,ATL,-2.5
2013102709,2013,8,DEN,WAS,45,21,Sun,04:25,DEN,WAS,-11
2013102710,2013,8,MIN,GB,31,44,Sun,08:30,GB,MIN,-7.5
2013102800,2013,8,STL,SEA,9,14,Mon,08:40,SEA,STL,-14
2013110301,2013,9,CAR,ATL,34,10,Sun,01:00,CAR,ATL,-8.5
2013110302,2013,9,DAL,MIN,27,23,Sun,01:00,DAL,MIN,-9
2013110303,2013,9,NYJ,NO,26,20,Sun,01:00,NO,NYJ,-6
2013110304,2013,9,STL,TEN,21,28,Sun,01:00,TEN,STL,-3
2013110300,2013,9,BUF,KC,13,23,Sun,01:00,KC,BUF,-5
2013110305,2013,9,WAS,SD,30,24,Sun,01:00,WAS,SD,-1.5
2013110306,2013,9,OAK,PHI,20,49,Sun,04:05,OAK,PHI,-1
2013110307,2013,9,SEA,TB,27,24,Sun,04:05,SEA,TB,-16
2013110308,2013,9,CLE,BAL,24,18,Sun,04:25,BAL,CLE,-1.5
2013110309,2013,9,NE,PIT,55,31,Sun,04:25,NE,PIT,-6
2013110310,2013,9,HOU,IND,24,27,Sun,08:30,IND,HOU,-1.5
2013110400,2013,9,GB,CHI,20,27,Mon,08:40,GB,CHI,-10
2013110700,2013,10,MIN,WAS,34,27,Thu,08:25,WAS,MIN,-1.5
2013111003,2013,10,GB,PHI,13,27,Sun,01:00,PHI,GB,-1
2013111000,2013,10,ATL,SEA,10,33,Sun,01:00,SEA,ATL,-3.5
2013111001,2013,10,BAL,CIN,20,17,Sun,01:00,BAL,CIN,-1
2013111002,2013,10,CHI,DET,19,21,Sun,01:00,DET,CHI,-1
2013111004,2013,10,IND,STL,8,38,Sun,01:00,IND,STL,-7.5
2013111005,2013,10,NYG,OAK,24,20,Sun,01:00,NYG,OAK,-7
2013111006,2013,10,PIT,BUF,23,10,Sun,01:00,PIT,BUF,-3
2013111007,2013,10,TEN,JAC,27,29,Sun,01:00,TEN,JAC,-11.5
2013111008,2013,10,SF,CAR,9,10,Sun,04:05,SF,CAR,-6
2013111010,2013,10,SD,DEN,20,28,Sun,04:25,DEN,SD,-7
2013111009,2013,10,ARI,HOU,27,24,Sun,04:25,ARI,HOU,-4
2013111011,2013,10,NO,DAL,49,17,Sun,08:30,NO,DAL,-6.5
2013111100,2013,10,TB,MIA,22,19,Mon,08:40,MIA,TB,-2.5
2013111400,2013,11,TEN,IND,27,30,Thu,08:25,IND,TEN,-3
2013111700,2013,11,BUF,NYJ,37,14,Sun,01:00,NYJ,BUF,-2
2013111701,2013,11,CHI,BAL,23,20,Sun,01:00,CHI,BAL,-3
2013111702,2013,11,CIN,CLE,41,20,Sun,01:00,CIN,CLE,-5
2013111703,2013,11,HOU,OAK,23,28,Sun,01:00,HOU,OAK,-10.5
2013111704,2013,11,JAC,ARI,14,27,Sun,01:00,ARI,JAC,-9
2013111706,2013,11,PHI,WAS,24,16,Sun,01:00,PHI,WAS,-4.5
2013111707,2013,11,PIT,DET,37,27,Sun,01:00,DET,PIT,-3
2013111708,2013,11,TB,ATL,41,28,Sun,01:00,TB,ATL,-2
2013111705,2013,11,MIA,SD,20,16,Sun,04:05,SD,MIA,-2.5
2013111710,2013,11,NO,SF,23,20,Sun,04:25,NO,SF,-3
2013111711,2013,11,SEA,MIN,41,20,Sun,04:25,SEA,MIN,-13
2013111712,2013,11,NYG,GB,27,13,Sun,04:25,NYG,GB,-3.5
