TimeSecsClass,DownClass,yrdline100Class,FavScoreDiffClass,Pmodel
44,2,1,1,0.13991582574259748
44,3,1,1,0.3601182052739015
44,4,1,1,0.348615703267646
45,1,1,1,0.27306458889674534
45,2,1,1,0.13991582574259748
45,3,1,1,0.36293133437689906
45,4,1,1,0.3466121488323964
46,1,1,1,0.2718188382233163
46,2,1,1,0.13991582574259748
46,3,1,1,0.36372420009987305
46,4,1,1,0.33863835362082984
47,1,1,1,0.2705730875498873
47,2,1,1,0.13991582574259748
47,3,1,1,0.3616669625503526
47,4,1,1,0.348615703267646
48,1,1,1,0.2675379517715648
48,2,1,1,0.13191416826657326
48,3,1,1,0.36530993154582103
48,4,1,1,0.3366423124585861
49,1,1,1,0.26286507460766606
49,2,1,1,0.13263629236628877
49,3,1,1,0.36227017787672505
49,4,1,1,0.3339907783291411
50,1,1,1,0.26683583552960033
50,2,1,1,0.13991582574259748
50,3,1,1,0.3501254942578214
50,4,1,1,0.3461256336180387
51,1,1,1,0.2655900848561713
51,2,1,1,0.13141880467363917
51,3,1,1,0.3676885287147431
51,4,1,1,0.34858927825119096
52,1,1,1,0.25077325982627974
52,2,1,1,0.13991582574259748
52,3,1,1,0.36848139443771716
52,4,1,1,0.347844408437019
53,1,1,1,0.26309858350931326
53,2,1,1,0.1347010953213799
53,3,1,1,0.3645528056222689
53,4,1,1,0.348615703267646
54,1,1,1,0.2540330087445038
54,2,1,1,0.13991582574259748
54,3,1,1,0.36326570202227215
54,4,1,1,0.3172382170665008
55,1,1,1,0.23814982068467766
55,2,1,1,0.11349563789411989
55,3,1,1,0.3708599916066392
55,4,1,1,0.348615703267646
56,1,1,1,0.25936133148902624
56,2,1,1,0.13991582574259748
56,3,1,1,0.3716528573296132
56,4,1,1,0.33707885196591475
57,1,1,1,0.2581155808155972
57,2,1,1,0.13991582574259748
57,3,1,1,0.37244572305258716
57,4,1,1,0.32389387904965045
58,1,1,1,0.25686983014216824
58,2,1,1,0.11972633596456775
58,3,1,1,0.34661508577156597
58,4,1,1,0.3149665536375965
59,1,1,1,0.23780982378224236
59,2,1,1,0.12660407424059986
59,3,1,1,0.34518932624420706
59,4,1,1,0.348615703267646
0,1,2,1,0.3333052163989082
0,2,2,1,0.33199550876224465
0,3,2,1,0.335826439225953
0,4,2,1,0.34136325475619816
1,1,2,1,0.40075292319851724
1,2,2,1,0.4087193616082263
1,3,2,1,0.4066845456523343
1,4,2,1,0.4066845456523343
2,1,2,1,0.4019247793538152
2,2,2,1,0.4092980406114146
2,3,2,1,0.4066845456523343
2,4,2,1,0.4066845456523343
3,1,2,1,0.399533859202411
3,2,2,1,0.39954198272439323
3,3,2,1,0.40849289895571367
3,4,2,1,0.4066845456523343
4,1,2,1,0.39876093382866773
4,2,2,1,0.40872253990458224
4,3,2,1,0.40910202848948357
4,4,2,1,0.4066845456523343
5,1,2,1,0.40048411769652775
5,2,2,1,0.40979413043076424
5,3,2,1,0.4066845456523343
5,4,2,1,0.41877195983808074
6,1,2,1,0.4003579879447526
6,2,2,1,0.4081954724255526
6,3,2,1,0.4066845456523343
6,4,2,1,0.41676860920573533
7,1,2,1,0.32913491845189147
7,2,2,1,0.33992787432164073
7,3,2,1,0.33364703966532006
7,4,2,1,0.3365282890818996
8,1,2,1,0.32833618998566483
8,2,2,1,0.34849482912578855
8,3,2,1,0.3430756384325122
8,4,2,1,0.34559384972120943
9,1,2,1,0.3285015184403256
9,2,2,1,0.3365282890818996
9,3,2,1,0.3365282890818996
9,4,2,1,0.3365282890818996
10,1,2,1,0.3245757220936568
10,2,2,1,0.33955014262833616
10,3,2,1,0.3365282890818996
10,4,2,1,0.3365282890818996
11,1,2,1,0.39744086468013357
11,2,2,1,0.4066845456523343
11,3,2,1,0.4066845456523343
11,4,2,1,0.4066845456523343
12,1,2,1,0.39316922244221925
12,2,2,1,0.4066845456523343
12,3,2,1,0.4122246104874681
12,4,2,1,0.4066845456523343
13,1,2,1,0.32457581354232645
13,2,2,1,0.3365282890818996
13,3,2,1,0.3365282890818996
13,4,2,1,0.3365282890818996
14,1,2,1,0.3241418779615472
14,2,2,1,0.3390730078578462
14,3,2,1,0.3365282890818996
14,4,2,1,0.3365282890818996
15,1,2,1,0.32121825945650995
15,2,2,1,0.3392143811231766
15,3,2,1,0.3365282890818996
15,4,2,1,0.3365282890818996
16,1,2,1,0.37618581290334324
16,2,2,1,0.39065640828294396
16,3,2,1,0.3891454815097256
16,4,2,1,0.39822231260550606
17,1,2,1,0.39295265606697466
17,2,2,1,0.4073404518484601
17,3,2,1,0.405934363865022
17,4,2,1,0.4184563985716145
18,1,2,1,0.325796916884629
18,2,2,1,0.33480151562679294
18,3,2,1,0.3365282890818996
18,4,2,1,0.3365282890818996
19,1,2,1,0.3306197035325389
19,2,2,1,0.3365282890818996
19,3,2,1,0.3365282890818996
19,4,2,1,0.3365282890818996
20,1,2,1,0.3299482110051095
20,2,2,1,0.33955014262833616
20,3,2,1,0.348615703267646
20,4,2,1,0.348615703267646
21,1,2,1,0.3171893042919337
21,2,2,1,0.348615703267646
21,3,2,1,0.348615703267646
21,4,2,1,0.348615703267646
22,1,2,1,0.31611424364536944
22,2,2,1,0.3365282890818996
22,3,2,1,0.348615703267646
22,4,2,1,0.3480131888842829
23,1,2,1,0.3279337334228214
23,2,2,1,0.348615703267646
23,3,2,1,0.348615703267646
23,4,2,1,0.348615703267646
24,1,2,1,0.327262240895392
24,2,2,1,0.348615703267646
24,3,2,1,0.348615703267646
24,4,2,1,0.348615703267646
25,1,2,1,0.32659074836796265
25,2,2,1,0.348615703267646
25,3,2,1,0.348615703267646
25,4,2,1,0.348332382450005
26,1,2,1,0.3259192558405333
26,2,2,1,0.348615703267646
26,3,2,1,0.348615703267646
26,4,2,1,0.343496975998234
27,1,2,1,0.3252477633131039
27,2,2,1,0.348615703267646
27,3,2,1,0.33876471138815384
27,4,2,1,0.3424242597357169
28,1,2,1,0.3245762707856745
28,2,2,1,0.32931091273364393
28,3,2,1,0.3331355922436433
28,4,2,1,0.3447466372823093
29,1,2,1,0.3065593772962908
29,2,2,1,0.33874235731761193
29,3,2,1,0.3460889356214335
29,4,2,1,0.3447885747108217
30,1,2,1,0.3232332857308158
30,2,2,1,0.348615703267646
30,3,2,1,0.348615703267646
30,4,2,1,0.348615703267646
31,1,2,1,0.3225617932033864
31,2,2,1,0.348615703267646
31,3,2,1,0.3365282890818996
31,4,2,1,0.348615703267646
32,1,2,1,0.3799591430606453
32,2,2,1,0.4052668446763869
32,3,2,1,0.41877195983808074
32,4,2,1,0.41877195983808074
33,1,2,1,0.3091313939627812
33,2,2,1,0.348615703267646
33,3,2,1,0.348615703267646
33,4,2,1,0.3448287065075486
34,1,2,1,0.30845990143535185
34,2,2,1,0.33311129023526304
34,3,2,1,0.33406633588713464
34,4,2,1,0.3472755414259008
35,1,2,1,0.3077884089079225
35,2,2,1,0.348615703267646
35,3,2,1,0.3349118828495363
35,4,2,1,0.3304641562841881
36,1,2,1,0.31920433056623965
36,2,2,1,0.3365282890818996
36,3,2,1,0.348615703267646
36,4,2,1,0.348615703267646
37,1,2,1,0.3064454238530638
37,2,2,1,0.3365282890818996
37,3,2,1,0.3365282890818996
37,4,2,1,0.3307519795938425
38,1,2,1,0.3178613455113808
38,2,2,1,0.3485520481366403
38,3,2,1,0.348615703267646
38,4,2,1,0.348615703267646
39,1,2,1,0.3171898529839514
39,2,2,1,0.348615703267646
39,3,2,1,0.348615703267646
39,4,2,1,0.348615703267646
40,1,2,1,0.31651836045652204
40,2,2,1,0.348615703267646
40,3,2,1,0.348615703267646
40,4,2,1,0.348615703267646
41,1,2,1,0.3158468679290927
41,2,2,1,0.348615703267646
41,3,2,1,0.348615703267646
41,4,2,1,0.3479903435130192
42,1,2,1,0.31517537540166335
42,2,2,1,0.348615703267646
42,3,2,1,0.3461462030296131
42,4,2,1,0.34378897623400634
43,1,2,1,0.314503882874234
43,2,2,1,0.348615703267646
43,3,2,1,0.3478479171320949
43,4,2,1,0.348615703267646
44,1,2,1,0.31383239034680466
44,2,2,1,0.3429293285953902
44,3,2,1,0.348615703267646
44,4,2,1,0.348615703267646
45,1,2,1,0.30990258316198444
45,2,2,1,0.348615703267646
45,3,2,1,0.348615703267646
45,4,2,1,0.34298022468683875
46,1,2,1,0.3106873541541378
46,2,2,1,0.348615703267646
46,3,2,1,0.3422786259870152
46,4,2,1,0.348615703267646
47,1,2,1,0.3112056141418396
47,2,2,1,0.348615703267646
47,3,2,1,0.34672983672223734
47,4,2,1,0.348615703267646
48,1,2,1,0.3111464202370871
48,2,2,1,0.348615703267646
48,3,2,1,0.3461640073655167
48,4,2,1,0.3452861146293116
49,1,2,1,0.3057859892093549
49,2,2,1,0.348615703267646
49,3,2,1,0.348615703267646
49,4,2,1,0.34755696616120413
50,1,2,1,0.30980343518222836
50,2,2,1,0.3414768003676302
50,3,2,1,0.3429991242419479
50,4,2,1,0.3348614547597096
51,1,2,1,0.2949925102331628
51,2,2,1,0.348615703267646
51,3,2,1,0.348615703267646
51,4,2,1,0.348615703267646
52,1,2,1,0.30846045012736967
52,2,2,1,0.345589785088955
52,3,2,1,0.32206208251629975
52,4,2,1,0.348615703267646
53,1,2,1,0.30109407477502526
53,2,2,1,0.348615703267646
53,3,2,1,0.348615703267646
53,4,2,1,0.348615703267646
54,1,2,1,0.3071174650725109
54,2,2,1,0.3153832456118565
54,3,2,1,0.32712856684470526
54,4,2,1,0.32165458337773056
55,1,2,1,0.2784547339859328
55,2,2,1,0.30913737554874654
55,3,2,1,0.33308427203563373
55,4,2,1,0.348615703267646
56,1,2,1,0.28849356144675264
56,2,2,1,0.348615703267646
56,3,2,1,0.348615703267646
56,4,2,1,0.348615703267646
57,1,2,1,0.29294950487504495
57,2,2,1,0.348615703267646
57,3,2,1,0.33334634125064877
57,4,2,1,0.33563674555319833
58,1,2,1,0.2856569020425232
58,2,2,1,0.3253201381391502
58,3,2,1,0.3269841070768999
58,4,2,1,0.32458059638903924
59,1,2,1,0.28143061281910997
59,2,2,1,0.32183372703148416
59,3,2,1,0.32389387904965045
59,4,2,1,0.348615703267646
0,1,3,1,0.32165339234050344
0,2,3,1,0.3003845751578359
0,3,3,1,0.2194521239782593
0,4,3,1,0.34136325475619816
1,1,3,1,0.38925068659743983
1,2,3,1,0.3757672207535693
1,3,3,1,0.30085197882384684
1,4,3,1,0.4066845456523343
2,1,3,1,0.3195323824089698
2,2,3,1,0.3058871852673297
2,3,3,1,0.239482846032752
2,4,3,1,0.3365282890818996
3,1,3,1,0.3882977728683513
3,2,3,1,0.3690331204792988
3,3,3,1,0.32050583268141286
3,4,3,1,0.4066845456523343
4,1,3,1,0.39251941459358314
4,2,3,1,0.3660121485619447
4,3,3,1,0.3069484610408266
4,4,3,1,0.36459079171007347
5,1,3,1,0.37119388094793754
5,2,3,1,0.36061434031975625
5,3,3,1,0.3202745219264596
5,4,3,1,0.40123289569547205
6,1,3,1,0.3186038785889273
6,2,3,1,0.30684678423735257
6,3,3,1,0.2770488239872607
6,4,3,1,0.348615703267646
7,1,3,1,0.3174250293124341
7,2,3,1,0.3086792824705478
7,3,3,1,0.2864403184758879
7,4,3,1,0.3365282890818996
8,1,3,1,0.31698153708833515
8,2,3,1,0.3161324283001152
8,3,3,1,0.3013718777996489
8,4,3,1,0.34408292294799114
9,1,3,1,0.3868753679629595
9,2,3,1,0.3764568284144999
9,3,3,1,0.37537956402357703
9,4,3,1,0.4066845456523343
10,1,3,1,0.31329536198659597
10,2,3,1,0.3096439968504787
10,3,3,1,0.3146148019417695
10,4,3,1,0.3365282890818996
11,1,3,1,0.38589034382789156
11,2,3,1,0.3770999713344537
11,3,3,1,0.3941625530008314
11,4,3,1,0.4066845456523343
12,1,3,1,0.3822928118759475
12,2,3,1,0.37742154279443074
12,3,3,1,0.4080868278091135
12,4,3,1,0.4066845456523343
13,1,3,1,0.3132237499814907
13,2,3,1,0.307586857683973
13,3,3,1,0.3427892854076511
13,4,3,1,0.3365282890818996
14,1,3,1,0.383674487855091
14,2,3,1,0.3803708371050863
14,3,3,1,0.42233703646671295
14,4,3,1,0.4066845456523343
15,1,3,1,0.3627408237529471
15,2,3,1,0.36310595224828135
15,3,3,1,0.41418946681273144
15,4,3,1,0.3891454815097256
16,1,3,1,0.3651283311670887
16,2,3,1,0.3626796912649482
16,3,3,1,0.42358096130135864
16,4,3,1,0.40123289569547205
17,1,3,1,0.3640910712286021
17,2,3,1,0.37982585761818255
17,3,3,1,0.4680505840752032
17,4,3,1,0.45385008812329813
18,1,3,1,0.31393464327058895
18,2,3,1,0.3087630216200811
18,3,3,1,0.38974675785078694
18,4,3,1,0.3365282890818996
19,1,3,1,0.3196736609816875
19,2,3,1,0.3095162864438348
19,3,3,1,0.39913825233941413
19,4,3,1,0.33404481286969073
20,1,3,1,0.2827770722921532
20,2,3,1,0.31285971145024827
20,3,3,1,0.42061716101378777
20,4,3,1,0.348615703267646
21,1,3,1,0.3063175545313511
21,2,3,1,0.32224684354953514
21,3,3,1,0.43000865550241496
21,4,3,1,0.348615703267646
22,1,3,1,0.30568320839905616
22,2,3,1,0.3104810008237656
22,3,3,1,0.4394001499910421
22,4,3,1,0.348615703267646
23,1,3,1,0.31713627645250764
23,2,3,1,0.3228899864694891
23,3,3,1,0.4487916444796693
23,4,3,1,0.34196781023660294
24,1,3,1,0.3165019303202126
24,2,3,1,0.32321155792946604
24,3,3,1,0.4581831389682965
24,4,3,1,0.3408086013031124
25,1,3,1,0.31586758418791766
25,2,3,1,0.323533129389443
25,3,3,1,0.4675746334569236
25,4,3,1,0.348615703267646
26,1,3,1,0.31523323805562264
26,2,3,1,0.3238547008494199
26,3,3,1,0.4769661279455509
26,4,3,1,0.3416478775013536
27,1,3,1,0.3145988919233277
27,2,3,1,0.3241762723093969
27,3,3,1,0.4841715080919821
27,4,3,1,0.34574376368827886
28,1,3,1,0.3139645457910327
28,2,3,1,0.31572660816513465
28,3,3,1,0.4874183917156362
28,4,3,1,0.3396646979473373
29,1,3,1,0.3104514037943716
29,2,3,1,0.3248194152293508
29,3,3,1,0.5051406114114324
29,4,3,1,0.3341946391404819
30,1,3,1,0.3126958535264428
30,2,3,1,0.3251409866893278
30,3,3,1,0.5145321059000596
30,4,3,1,0.348615703267646
31,1,3,1,0.3120615073941478
31,2,3,1,0.32546255814930475
31,3,3,1,0.5118361862029404
31,4,3,1,0.348615703267646
32,1,3,1,0.29933974707610633
32,2,3,1,0.3136967154235353
32,3,3,1,0.533315094877314
32,4,3,1,0.348615703267646
33,1,3,1,0.36886165751424616
33,2,3,1,0.3962619576396934
33,3,3,1,0.6128628459363759
33,4,3,1,0.41383569812021537
34,1,3,1,0.2980710548115164
34,2,3,1,0.3143398583434892
34,3,3,1,0.5400106696688218
34,4,3,1,0.348615703267646
35,1,3,1,0.29743670867922145
35,2,3,1,0.3245730646316384
35,3,3,1,0.5494021641574491
35,4,3,1,0.3365282890818996
36,1,3,1,0.3088897767326729
36,2,3,1,0.31498300126344314
36,3,3,1,0.5708810728318228
36,4,3,1,0.348615703267646
37,1,3,1,0.2961680164146315
37,2,3,1,0.3153045727234201
37,3,3,1,0.5681851531347035
37,4,3,1,0.3365282890818996
38,1,3,1,0.3076210844680829
38,2,3,1,0.3277135583691435
38,3,3,1,0.5896640618090772
38,4,3,1,0.348615703267646
39,1,3,1,0.30698673833578793
39,2,3,1,0.3280351298291204
39,3,3,1,0.5990555562977042
39,4,3,1,0.348615703267646
40,1,3,1,0.306352392203493
40,2,3,1,0.32835670128909744
40,3,3,1,0.6084470507863313
40,4,3,1,0.348615703267646
41,1,3,1,0.305718046071198
41,2,3,1,0.32867827274907435
41,3,3,1,0.6118613365179635
41,4,3,1,0.3468699665057418
42,1,3,1,0.30508369993890294
42,2,3,1,0.3289998442090514
42,3,3,1,0.6272300397635857
42,4,3,1,0.348615703267646
43,1,3,1,0.304449353806608
43,2,3,1,0.32932141566902834
43,3,3,1,0.636621534252213
43,4,3,1,0.348615703267646
44,1,3,1,0.303815007674313
44,2,3,1,0.32964298712900525
44,3,3,1,0.6460130287408401
44,4,3,1,0.3457893615575409
45,1,3,1,0.3018885497017304
45,2,3,1,0.3299645585889822
45,3,3,1,0.6554045232294674
45,4,3,1,0.348615703267646
46,1,3,1,0.3025463154097231
46,2,3,1,0.3302861300489592
46,3,3,1,0.6647960177180945
46,4,3,1,0.348615703267646
47,1,3,1,0.30191196927742814
47,2,3,1,0.33060770150893615
47,3,3,1,0.6741875122067216
47,4,3,1,0.348615703267646
48,1,3,1,0.30067037226526805
48,2,3,1,0.31556450649424206
48,3,3,1,0.6835790066953489
48,4,3,1,0.3435549728855877
49,1,3,1,0.3006432770128381
49,2,3,1,0.3312508444288901
49,3,3,1,0.692970501183976
49,4,3,1,0.348615703267646
50,1,3,1,0.2941085117386988
50,2,3,1,0.3273996339215494
50,3,3,1,0.6904728292337199
50,4,3,1,0.348615703267646
51,1,3,1,0.2993745847482482
51,2,3,1,0.3264058749801966
51,3,3,1,0.6948336930821146
51,4,3,1,0.348615703267646
52,1,3,1,0.2930091455895843
52,2,3,1,0.332215558808821
52,3,3,1,0.7198336270170556
52,4,3,1,0.33619539938875515
53,1,3,1,0.29810589248365826
53,2,3,1,0.3267368619036108
53,3,3,1,0.7305364791384847
53,4,3,1,0.34670850980166223
54,1,3,1,0.29747154635136325
54,2,3,1,0.33034667140029034
54,3,3,1,0.7226550784677546
54,4,3,1,0.34368218132940564
55,1,3,1,0.28108892991488094
55,2,3,1,0.32144858804440335
55,3,3,1,0.7493194681157391
55,4,3,1,0.33334634125064877
56,1,3,1,0.28376958297868765
56,2,3,1,0.33350184464872884
56,3,3,1,0.7185552677690135
56,4,3,1,0.31543751181292057
57,1,3,1,0.29167976611527113
57,2,3,1,0.3290775598401364
57,3,3,1,0.11604842555492006
57,4,3,1,0.3107604099338403
58,1,3,1,0.29493416182218335
58,2,3,1,0.3321090726330831
58,3,3,1,0.13991582574259748
58,4,3,1,0.3452877653921466
59,1,3,1,0.29429981568988833
59,2,3,1,0.3171612820760628
59,3,3,1,0.12549476161543338
59,4,3,1,0.3341946391404819
0,1,4,1,0.26507258843247533
0,2,4,1,0.23229365635804056
0,3,4,1,0.33473467278336944
0,4,4,1,0.34136325475619816
1,1,4,1,0.2671080082119126
1,2,4,1,0.24219550577608862
1,3,4,1,0.3377370305004742
1,4,4,1,0.3365282890818996
2,1,4,1,0.2712568514561522
2,2,4,1,0.24818593658428817
2,3,4,1,0.3365282890818996
2,4,4,1,0.3365282890818996
3,1,4,1,0.27531083402105805
3,2,4,1,0.24993801939737573
3,3,4,1,0.3376704069577181
3,4,4,1,0.3365282890818996
4,1,4,1,0.3486046555657426
4,2,4,1,0.33193531956704114
4,3,4,1,0.41393699416378216
4,4,4,1,0.4066845456523343
5,1,4,1,0.3367377016703735
5,2,4,1,0.3120535288853929
5,3,4,1,0.3680986045385952
5,4,4,1,0.36966258023877646
6,1,4,1,0.3308395677098233
6,2,4,1,0.3313993785385337
6,3,4,1,0.4066845456523343
6,4,4,1,0.4328032111521677
7,1,4,1,0.35328644727174097
7,2,4,1,0.3444541034241815
7,3,4,1,0.39791501358102993
7,4,4,1,0.39791501358102993
8,1,4,1,0.2962562614262475
8,2,4,1,0.29542338342303553
8,3,4,1,0.3410610694015545
8,4,4,1,0.3425719961747728
9,1,4,1,0.3701671327860087
9,2,4,1,0.3638991347682567
9,3,4,1,0.4066845456523343
9,4,4,1,0.4066845456523343
10,1,4,1,0.3716902249564281
10,2,4,1,0.3560417347350361
10,3,4,1,0.3716064173671169
10,4,4,1,0.3540673532245082
11,1,4,1,0.378303584117716
11,2,4,1,0.3772187558941596
11,3,4,1,0.4066845456523343
11,4,4,1,0.40637969104123256
12,1,4,1,0.3798249570873504
12,2,4,1,0.38387856645711105
12,3,4,1,0.41021004145651035
12,4,4,1,0.4066845456523343
13,1,4,1,0.3848812934043726
13,2,4,1,0.3905383770200625
13,3,4,1,0.40445816517794014
13,4,4,1,0.40473488368013555
14,1,4,1,0.3201927296566564
14,2,4,1,0.32910951501803587
14,3,4,1,0.3365282890818996
14,4,4,1,0.3365282890818996
15,1,4,1,0.390928199448666
15,2,4,1,0.4056894245377452
15,3,4,1,0.4066845456523343
15,4,4,1,0.4066845456523343
16,1,4,1,0.38025858375094157
16,2,4,1,0.4120287354821352
16,3,4,1,0.42422360979494295
16,4,4,1,0.45385008812329813
17,1,4,1,0.40094014363116254
17,2,4,1,0.4181146281234766
17,3,4,1,0.4066845456523343
17,4,4,1,0.41877195983808074
18,1,4,1,0.4073059498183073
18,2,4,1,0.42470081656237313
18,3,4,1,0.40570274156719804
18,4,4,1,0.4001116346976497
19,1,4,1,0.34824973665776804
19,2,4,1,0.3603409838273365
19,3,4,1,0.3365282890818996
19,4,4,1,0.3365282890818996
20,1,4,1,0.32187879609184955
20,2,4,1,0.37002264793672457
20,3,4,1,0.348615703267646
20,4,4,1,0.3478756501172177
21,1,4,1,0.3438575122689167
21,2,4,1,0.3857480191389859
21,3,4,1,0.348615703267646
21,4,4,1,0.3478317191620679
22,1,4,1,0.34770510716736436
22,2,4,1,0.3803204155161909
22,3,4,1,0.348615703267646
22,4,4,1,0.348615703267646
23,1,4,1,0.36364011625155834
23,2,4,1,0.3990676402648887
23,3,4,1,0.348615703267646
23,4,4,1,0.3482857982505913
24,1,4,1,0.3674877111500059
24,2,4,1,0.4057274508278402
24,3,4,1,0.348615703267646
24,4,4,1,0.348615703267646
25,1,4,1,0.3713353060484535
25,2,4,1,0.4123872613907917
25,3,4,1,0.3470463239642473
25,4,4,1,0.348615703267646
26,1,4,1,0.3751829009469011
