TimeSecsClass,DownClass,yrdline100Class,FavScoreDiffClass,Pmodel
34,1,4,1,0.215495365132
34,2,4,1,0.196491216323
34,3,4,1,0.0598339327502
34,4,4,1,0.280025182149
35,1,4,1,0.21728979982
35,2,4,1,0.197914358987
35,3,4,1,0.0596468010643
35,4,4,1,0.285915092691
36,1,4,1,0.220775241887
36,2,4,1,0.200952338401
36,3,4,1,0.0576936593339
36,4,4,1,0.286314562359
37,1,4,1,0.226311950894
37,2,4,1,0.20268254265
37,3,4,1,0.0598339327502
37,4,4,1,0.297694913775
38,1,4,1,0.223074823021
38,2,4,1,0.202698568249
38,3,4,1,0.0579983000824
38,4,4,1,0.300107431678
39,1,4,1,0.232341521108
39,2,4,1,0.207644021517
39,3,4,1,0.0598339327502
39,4,4,1,0.305362026667
40,1,4,1,0.235356306216
40,2,4,1,0.209874582557
40,3,4,1,0.0598339327502
40,4,4,1,0.315364645401
41,1,4,1,0.238371091323
41,2,4,1,0.212105143595
41,3,4,1,0.0598339327502
41,4,4,1,0.321254555944
42,1,4,1,0.24138587643
42,2,4,1,0.214335704634
