TimeSecsClass,p1,p2,p3,p4,DownClass,yrdline100Class,FavScoreDiffClass
54,,,0.10769223677289674,,2,1,1
54,0.157210401891253,,0.12917779882196676,,3,1,1
54,0.7252697841726617,,,,4,1,1
55,0.5190847055333035,,,,1,1,1
55,0.6106851204022565,,0.10873479376702594,,2,1,1
55,,,0.12978886978154863,,3,1,1
55,,,,,4,1,1
56,,,,,1,1,1
56,,,0.10977735076115513,,2,1,1
56,,,0.1303999407411305,,3,1,1
56,0.2666666666666667,,,,4,1,1
57,,,,,1,1,1
57,,,0.11081990775528434,,2,1,1
57,,,0.1310110117007124,,3,1,1
57,0.5714285714285714,,,,4,1,1
58,,,,,1,1,1
58,0.4666666666666667,,0.11186246474941355,,2,1,1
58,0.6153846153846153,,0.13162208266029427,,3,1,1
58,0.7777777777777778,,,,4,1,1
59,0.41176470588235303,,,,1,1,1
59,0.30769230769230765,,0.11290502174354275,,2,1,1
59,0.6666666666666666,,0.13223315361987614,,3,1,1
59,,,,,4,1,1
0,,0.22526121018236467,0.07794115683597656,,1,2,1
0,,0.31284498982582093,0.04730001169349157,,2,2,1
0,,0.04543924315332712,0.06244088958557713,,3,2,1
0,,0.054991936823652665,0.20454843594053607,,4,2,1
1,,0.11580549124347808,0.07938115101862216,0.1794096354354812,1,2,1
1,,0.06024637128485201,0.05058353738879978,0.1794096354354812,2,2,1
1,,0.3713366948356073,0.0603211898332117,0.1794096354354812,3,2,1
1,,0.1794096354354812,0.1794096354354812,0.1794096354354812,4,2,1
2,,0.13764034429701624,0.08082114520126774,0.09126694197256177,1,2,1
2,,,0.053867063084107984,0.05601999087814617,2,2,1
2,,0.043174578709550014,0.05820149008084627,0.020773039783730574,3,2,1
2,,,0.15427083493042631,,4,2,1
3,,0.29597051755482917,0.08226113938391333,,1,2,1
3,,,0.05715058877941619,0.01308882957104393,2,2,1
3,,0.11192663724853873,0.05608179032848083,0.07111043199820768,3,2,1
3,,0.08087936629866191,0.12913203442537147,0.12913203442537144,4,2,1
4,,0.07785594523801107,0.08370113356655891,0.06275543279545381,1,2,1
4,,0.07896820349903151,0.060434114474724396,0.06275543279545381,2,2,1
4,,0.09864984757636334,0.0539620905761154,0.06275543279545381,3,2,1
4,,0.07597203147559486,0.10399323392031659,0.06275543279545381,4,2,1
5,,0.07908088574073872,0.0851411277492045,0.0902678184580298,1,2,1
5,,0.0948960482146033,0.0637176401700326,0.08837209575889525,2,2,1
5,,0.09310202123242896,0.05184239082374997,0.0864763730597607,3,2,1
5,,,0.07885443341526172,0.08458065036062616,4,2,1
6,,0.11162351014605372,0.08658112193185008,0.047536599343420124,1,2,1
6,,0.000433743916133128,0.0670011658653408,0.01843948160243867,2,2,1
6,,0.04880833810074524,0.049722691071384544,,3,2,1
6,,,0.05371563291020687,,4,2,1
7,,0.14497928948074293,0.08802111611449567,,1,2,1
7,,0.01415703747680815,0.07028469156064901,,2,2,1
7,,0.35300293559561235,0.047602991319019114,,3,2,1
7,,0.033812629005772886,0.028576832405151992,,4,2,1
8,,0.19356519632524521,0.08946111029714127,,1,2,1
8,,0.2581854906222868,0.07356821725595722,,2,2,1
8,,0.31737310561867205,0.04548329156665368,,3,2,1
8,,,0.003438031900097116,,4,2,1
9,,0.1851180575028672,0.09090110447978685,,1,2,1
9,,0.11901342694778139,0.07685174295126543,,2,2,1
9,,0.23892546293276692,0.043363591814288255,,3,2,1
9,,0.1011190130797038,,,4,2,1
10,,0.0219874939949336,0.09234109866243244,,1,2,1
10,,0.3191268544057585,0.08013526864657364,,2,2,1
10,,,0.04124389206192282,,3,2,1
10,,0.08472795014161613,,,4,2,1
11,,0.03068120192962017,0.09378109284507802,0.037454343235143295,1,2,1
11,,0.08247239324884287,0.08341879434188183,0.037454343235143295,2,2,1
11,,0.07869065155772606,0.03912419230955739,0.037454343235143295,3,2,1
11,,0.18250760348855385,,0.037454343235143295,4,2,1
12,,0.0872261454268768,0.09522108702772361,0.047926676208070354,1,2,1
12,,0.11530458015616588,0.08670232003719004,0.14058290173478016,2,2,1
12,,0.041725350605227876,0.03700449255719196,0.23323912726148993,3,2,1
12,,,,0.32589535278819975,4,2,1
13,,0.159454364935728,0.0966610812103692,,1,2,1
13,,0.09444165874663937,0.08998584573249825,,2,2,1
13,,0.24255546969758018,0.03488479280482652,,3,2,1
13,,0.04122350208978512,,,4,2,1
14,,0.06288113164728056,0.09810107539301478,,1,2,1
14,,0.10413380325853472,0.09326937142780645,,2,2,1
14,,0.06362586920747573,0.0327650930524611,,3,2,1
14,,0.22148564352224415,,,4,2,1
15,,0.02934501136056658,0.09954106957566038,,1,2,1
15,,0.08768218940767039,0.09655289712311466,,2,2,1
15,,0.028656600605552533,0.030645393300095664,,3,2,1
15,,0.18881493750481892,,,4,2,1
16,,0.13428468447594258,0.10098106375830596,0.14390734944430575,1,2,1
16,,0.16460721276656304,0.09983642281842287,0.14390734944430575,2,2,1
16,,0.07359717120934106,0.028525693547730234,0.14390734944430575,3,2,1
16,,,,0.14390734944430575,4,2,1
17,,0.10615344073490993,0.10242105794095155,0.16304751413182406,1,2,1
17,,0.15736187609879904,0.10311994851373107,0.16304751413182406,2,2,1
17,,0.07607404109961985,0.026405993795364804,0.16304751413182406,3,2,1
17,,,,0.16304751413182406,4,2,1
18,,0.06200722153695527,0.10386105212359714,,1,2,1
18,,,0.10640347420903928,,2,2,1
18,,0.18081960383968432,0.024286294042999375,,3,2,1
18,,0.1647182239443279,,,4,2,1
19,,0.2793007351451814,0.10530104630624272,,1,2,1
19,,0.11939599255363736,0.10968699990434748,,2,2,1
19,,0.49776117343794724,0.02216659429063394,,3,2,1
19,,0.37527386092261683,,,4,2,1
20,,0.10166574698421064,0.1067410404888883,,1,2,1
20,,0.135968209096688,0.11297052559965569,,2,2,1
20,,,0.02004689453826851,,3,2,1
20,,,,,4,2,1
21,,0.18513143522293415,0.1081810346715339,,1,2,1
21,,,0.1162540512949639,,2,2,1
21,,,0.01792719478590308,,3,2,1
21,,,,,4,2,1
22,,0.1438243247676347,0.10962102885417949,,1,2,1
22,,0.14645977249707962,0.11953757699027209,,2,2,1
22,,,0.01580749503353765,,3,2,1
22,,,,,4,2,1
23,,,0.11106102303682508,,1,2,1
23,,,0.1228211026855803,,2,2,1
23,,,0.01368779528117222,,3,2,1
23,,,,,4,2,1
24,,,0.11250101721947066,,1,2,1
24,,,0.1261046283808885,,2,2,1
24,,,0.01156809552880679,,3,2,1
24,,,,,4,2,1
25,,,0.11394101140211624,,1,2,1
25,,,0.12938815407619672,,2,2,1
25,,,0.009448395776441354,,3,2,1
25,,,,,4,2,1
26,,,0.11538100558476183,,1,2,1
26,,,0.13267167977150493,,2,2,1
26,,,0.007328696024075924,,3,2,1
26,0.022430293117107786,,,,4,2,1
27,,,0.11682099976740742,,1,2,1
27,,,0.1359552054668131,,2,2,1
27,0.06786698846938952,,0.005208996271710495,,3,2,1
27,0.030137167215796026,,,,4,2,1
28,,,0.118260993950053,,1,2,1
28,0.3794486886036008,,0.13923873116212132,,2,2,1
28,0.3578124999999999,,0.0030892965193450653,,3,2,1
28,0.08943089430894301,,,,4,2,1
29,0.35412734688295056,,0.1197009881326986,,1,2,1
29,0.2282158436892848,,0.14252225685742953,,2,2,1
29,0.05840455840455831,,0.0009695967669796357,,3,2,1
29,0.08846153846153856,,,,4,2,1
30,,,0.12114098231534418,,1,2,1
30,,,0.14580578255273774,,2,2,1
30,,,,,3,2,1
30,,,,,4,2,1
31,,,0.12258097649798977,,1,2,1
31,,,0.14908930824804595,,2,2,1
31,,0.10170057092860847,,,3,2,1
31,,,,,4,2,1
32,,0.10581088830590178,0.12402097068063536,0.10581088830590178,1,2,1
32,,0.1084583029112783,0.15237283394335416,0.1084583029112783,2,2,1
32,,,,0.11110571751665481,3,2,1
32,,,,0.11375313212203132,4,2,1
33,,0.11861972184003786,0.12546096486328095,,1,2,1
33,,,0.15565635963866237,,2,2,1
33,,,,,3,2,1
33,0.08753391859537116,,,,4,2,1
34,,0.06527133225815533,0.12690095904592652,,1,2,1
34,0.05372182101249702,0.01760972592938656,0.15893988533397058,,2,2,1
34,0.03236594677748415,0.038023810673322785,,,3,2,1
34,0.03097695218438251,,,,4,2,1
35,,0.14238596047248614,0.1283409532285721,,1,2,1
35,,,0.16222341102927879,,2,2,1
35,0.03736215806984096,0.1560549342591634,,,3,2,1
35,0.09089214748627608,0.13067128804143613,,,4,2,1
36,,,0.1297809474112177,,1,2,1
36,,0.1397680107007177,0.165506936724587,,2,2,1
36,,,,,3,2,1
36,,,,,4,2,1
37,,0.9680346635199807,0.1312209415938633,,1,2,1
37,,0.07207207850973417,0.1687904624198952,,2,2,1
37,,0.02079049254591683,,,3,2,1
37,0.13351556300149908,0.09486511152158432,,,4,2,1
38,,,0.1326609357765089,,1,2,1
38,0.0014713461374834674,,0.17207398811520339,,2,2,1
38,,,,,3,2,1
38,,,,,4,2,1
39,,,0.13410092995915446,,1,2,1
39,,,0.1753575138105116,,2,2,1
39,,,,,3,2,1
39,,,,,4,2,1
40,,,0.13554092414180005,,1,2,1
40,,,0.1786410395058198,,2,2,1
40,,,,,3,2,1
40,,,,,4,2,1
41,,,0.13698091832444564,,1,2,1
41,,,0.181924565201128,,2,2,1
41,,,,,3,2,1
41,0.014454775993237523,,,,4,2,1
42,,,0.13842091250709124,,1,2,1
42,,,0.18520809089643622,,2,2,1
42,0.05708086024389976,,,,3,2,1
42,0.11156659432521505,,,,4,2,1
43,,,0.13986090668973683,,1,2,1
43,,,0.18849161659174443,,2,2,1
43,0.017746867331953353,,,,3,2,1
43,,,,,4,2,1
44,,,0.1413009008723824,,1,2,1
44,0.13143677937849987,,0.1917751422870526,,2,2,1
44,,,,,3,2,1
44,,,,,4,2,1
45,0.07531378241021158,,0.142740895055028,,1,2,1
45,,,0.19505866798236082,,2,2,1
45,,,,,3,2,1
45,0.13026034997865965,,,,4,2,1
46,0.04165321694057349,,0.14418088923767358,,1,2,1
46,,,0.19834219367766903,,2,2,1
46,0.14647733862889445,,,,3,2,1
46,,,,,4,2,1
47,0.014152876590280666,,0.14562088342031915,,1,2,1
47,,,0.20162571937297724,,2,2,1
47,0.04359055450137052,,,,3,2,1
47,,,,,4,2,1
48,,,0.14706087760296477,,1,2,1
48,,,0.20490924506828545,,2,2,1
48,0.056669324827219786,,,,3,2,1
48,0.07696123321123319,,,,4,2,1
49,0.1083817037576903,,0.14850087178561033,,1,2,1
49,,,0.20819277076359366,,2,2,1
49,,,,,3,2,1
49,0.024472006067098442,,,,4,2,1
50,,,0.14994086596825593,,1,2,1
50,0.16501100605488037,,0.21147629645890187,,2,2,1
50,0.12982349929638654,,,,3,2,1
50,0.3179203325231363,,,,4,2,1
51,0.32682360323656967,,0.15138086015090152,,1,2,1
51,,,0.21475982215421008,,2,2,1
51,,,,,3,2,1
51,,,,,4,2,1
52,,,0.15282085433354708,,1,2,1
52,0.0699420919290627,,0.2180433478495183,,2,2,1
52,0.6137693334601391,,,,3,2,1
52,,,,,4,2,1
53,0.15474777649046179,,0.1542608485161927,,1,2,1
53,,,0.22132687354482647,,2,2,1
53,,,,,3,2,1
53,,,,,4,2,1
54,,,0.15570084269883827,,1,2,1
54,0.7681462191404583,,0.22461039924013468,,2,2,1
54,0.49666090827205805,,,,3,2,1
54,0.6231884057971016,,,,4,2,1
55,0.646998915667703,,0.15714083688148386,,1,2,1
55,0.9125153634244539,,0.2278939249354429,,2,2,1
55,0.35899873257287696,,,,3,2,1
55,,,,,4,2,1
56,0.3994369721614015,,0.15858083106412946,,1,2,1
56,,,0.2311774506307511,,2,2,1
56,,,,,3,2,1
56,,,,,4,2,1
57,0.2809196905306744,,0.16002082524677502,,1,2,1
57,,,0.2344609763260593,,2,2,1
57,0.35294117647058815,,,,3,2,1
57,0.3,,,,4,2,1
58,0.43396226415094336,,0.16146081942942064,,1,2,1
58,0.5384615384615384,,0.23774450202136752,,2,2,1
58,0.5,,,,3,2,1
58,0.5555555555555555,,,,4,2,1
59,0.5161290322580644,,0.1629008136120662,,1,2,1
59,0.619047619047619,,0.24102802771667572,,2,2,1
59,0.5714285714285714,,,,3,2,1
59,,,,,4,2,1
0,,0.20859634840606814,0.1587240686462583,,1,3,1
0,,0.2652847013150264,0.19472805640347599,,2,3,1
0,,0.051054406536322025,0.21727754956910958,,3,3,1
0,,0.054991936823652665,0.04993830230019532,,4,3,1
1,,0.11547651433294741,0.15794847817697777,0.19220653358403975,1,3,1
1,,0.05425440780635764,0.18593889276623032,0.19220653358403975,2,3,1
1,,0.31197201845238104,0.20630217236215107,0.19220653358403975,3,3,1
1,,0.17284926366115527,0.060507422419416285,0.19220653358403975,4,3,1
2,,0.13575239720621723,0.15717288770769722,,1,3,1
2,,,0.1771497291289847,,2,3,1
2,,0.04847053728423025,0.19532679515519258,,3,3,1
2,,,0.07107654253863725,,4,3,1
3,,0.25664267707352884,0.1563972972384167,0.0816456626578582,1,3,1
3,,,0.16836056549173903,0.0816456626578582,2,3,1
3,,0.10063679581676492,0.18435141794823406,0.0816456626578582,3,3,1
3,,0.07973770116726427,0.08164566265785822,0.0816456626578582,4,3,1
4,,0.07673281732830206,0.15562170676913614,0.10104922641271026,1,3,1
4,,0.07728351027812191,0.1595714018544934,0.13349552454213381,2,3,1
4,,0.1606821588987159,0.17337604074127555,0.16594182267155738,3,3,1
4,,0.13640352941072265,0.09221478277707917,0.19838812080098095,4,3,1
5,,0.09538885877156475,0.15484611629985562,0.15881341240246585,1,3,1
5,,0.1004048396946457,0.15078223821724773,0.15881341240246585,2,3,1
5,,0.09310202123242896,0.16240066353431704,0.15881341240246585,3,3,1
5,,,0.10278390289630016,0.15881341240246585,4,3,1
6,,0.10249417887718713,0.15407052583057507,,1,3,1
6,,0.026489664897424395,0.1419930745800021,,2,3,1
6,,0.04921022726472117,0.15142528632735852,,3,3,1
6,,,0.11335302301552111,,4,3,1
7,,0.13351505437785316,0.15329493536129454,,1,3,1
7,,0.027122985926985102,0.13320391094275644,,2,3,1
7,,0.24525454151768517,0.14044990912040003,,3,3,1
7,,0.033812629005772886,0.12392214313474208,,4,3,1
8,,0.1796702095455569,0.152519344892014,,1,3,1
8,,0.23404063970352865,0.12441474730551079,,2,3,1
8,,0.2750992087144086,0.12947453191344152,,3,3,1
8,,,0.13449126325396304,,4,3,1
9,,0.15635589341865125,0.15174375442273347,0.19466244576184102,1,3,1
9,,0.1304924743625201,0.11562558366826514,0.19466244576184102,2,3,1
9,,0.20474160751884063,0.118499154706483,0.19466244576184102,3,3,1
9,,0.10497097790383417,0.145060383373184,0.19466244576184102,4,3,1
10,,0.032724148112379184,0.15096816395345292,,1,3,1
10,,0.2587648450979795,0.1068364200310195,,2,3,1
10,,,0.1075237774995245,,3,3,1
10,,0.08472795014161613,0.15562950349240498,,4,3,1
11,,0.04715096200615161,0.1501925734841724,0.04618591084445894,1,3,1
11,,0.08798827353438238,0.09804725639377385,0.04618591084445894,2,3,1
11,,0.04641839308635633,0.096548400292566,0.04618591084445894,3,3,1
11,,0.16554133524407338,0.16619862361162596,0.04618591084445894,4,3,1
12,,0.08453397242243958,0.14941698301489184,0.1779751476383173,1,3,1
12,,0.1063859085920548,0.08925809275652818,0.1779751476383173,2,3,1
12,,0.038457225576110116,0.08557302308560749,0.1779751476383173,3,3,1
12,,,0.17676774373084692,0.1779751476383173,4,3,1
13,,0.14870902759470236,0.14864139254561132,,1,3,1
13,,0.09322194510205234,0.08046892911928254,,2,3,1
13,,0.20527720715394726,0.07459764587864898,,3,3,1
13,,0.04122350208978512,0.18733686385006787,,4,3,1
14,,0.06409416863539927,0.14786580207633077,,1,3,1
14,,0.10002198406864647,0.07167976548203689,,2,3,1
14,,0.06777235181271382,0.06362226867169049,0.02554062314401151,3,3,1
14,,0.19790598396928888,0.19790598396928882,0.19790598396928882,4,3,1
15,,0.039257219981490094,0.14709021160705024,0.07467873275221464,1,3,1
15,,0.08441285233478736,0.06289060184479126,0.07467873275221464,2,3,1
15,,0.028656600605552533,0.052646891464731976,0.07467873275221464,3,3,1
15,,0.18212171898163124,0.20847510408850983,0.07467873275221464,4,3,1
16,,0.1613057715869117,0.1463146211377697,0.1420604416501854,1,3,1
16,,0.14743000585858612,0.054101438207545594,0.1420604416501854,2,3,1
16,,0.07359717120934106,0.04167151425777346,0.1420604416501854,3,3,1
16,,,0.2190442242077308,0.1420604416501854,4,3,1
17,,0.11015528672137595,0.14553903066848917,0.16081576663828617,1,3,1
17,,0.1382165807465378,0.04531227457029993,0.05205290460964254,2,3,1
17,,0.08873013472127225,0.030696137050814948,,3,3,1
17,,,0.22961334432695174,,4,3,1
18,,0.06742580166971124,0.14476344019920862,,1,3,1
18,,,0.0365231109330543,,2,3,1
18,,0.18081960383968432,0.019720759843856434,,3,3,1
18,,0.1647182239443279,0.2401824644461727,,4,3,1
19,,0.26232840813746905,0.1439878497299281,,1,3,1
19,,0.10929673869105236,0.027733947295808636,,2,3,1
19,,0.4379808465296521,0.008745382636897947,,3,3,1
19,0.025792194237123256,0.3363144646095367,0.25075158456539365,,4,3,1
20,,0.10211462842912884,0.14321225926064754,,1,3,1
20,,0.135968209096688,0.018944783658563003,,2,3,1
20,,,,,3,3,1
20,,,0.26132070468461466,,4,3,1
21,,0.18513143522293415,0.14243666879136702,,1,3,1
21,,,0.010155620021317341,,2,3,1
21,,,,,3,3,1
21,,,0.2718898248038356,,4,3,1
22,,0.1438243247676347,0.14166107832208646,,1,3,1
22,,0.14645977249707962,0.001366456384071707,,2,3,1
22,,,,,3,3,1
22,,,0.28245894492305657,,4,3,1
23,,,0.14088548785280594,,1,3,1
