TimeSecsClass,p1,p2,p3,p4,DownClass,yrdline100Class,FavScoreDiffClass
27,,0.2875,0.259581818567,0.24696969697,3,4,3
27,,0.297471264368,0.320743252046,0.29696969697,4,4,3
28,,0.13453708621,0.246139003835,0.135854341737,1,4,3
28,,0.207124435848,0.217746690351,0.184173669468,2,4,3
28,,0.229545454546,0.262812050203,0.232492997199,3,4,3
28,,0.205882352941,0.325661641709,0.28081232493,4,4,3
29,0.0382819335825,0.169195014813,0.251336392017,,1,4,3
29,0.0542700894045,0.218719211822,0.220685899665,,2,4,3
29,,0.281196581197,0.266042281839,,3,4,3
29,0.105621805792,0.137777777778,0.330580031372,,4,4,3
30,0.0858584416635,0.22014320503,0.256533780199,0.333333333333,1,4,3
30,0.124217772215,0.241096626797,0.223625108978,0.333333333333,2,4,3
30,,0.235784313725,0.269272513475,0.333333333333,3,4,3
30,0.666666666667,0.275828460039,0.335498421035,0.333333333333,4,4,3
31,,0.179121210492,0.261731168381,0.23428030303,1,4,3
31,,0.155108013269,0.226564318292,0.213383838384,2,4,3
31,,0.202013449058,0.272502745111,0.192487373737,3,4,3
31,,0.268849206349,0.340416810698,0.171590909091,4,4,3
32,,0.21819389158,0.266928556563,0.175052410901,1,4,3
32,,0.250115790705,0.229503527606,0.188679245283,2,4,3
32,0.010624957685,0.261718020541,0.275732976747,0.202306079664,3,4,3
32,0.0738925451472,0.309626436781,0.345335200361,0.215932914046,4,4,3
33,0.0184419960912,0.281918093475,0.272125944745,0.5,1,4,3
33,,0.222776711452,0.232442736919,0.5,2,4,3
33,0.030581757963,0.287356321839,0.278963208383,0.5,3,4,3
33,0.0853914549761,,0.350253590025,0.5,4,4,3
34,,0.223589461458,0.277323332928,,1,4,3
34,,0.206226305045,0.235381946233,,2,4,3
34,0.0633961509625,0.342301943199,0.282193440019,,3,4,3
34,0.0752567174805,0.378205128205,0.355171979688,,4,4,3
35,,0.242131058268,0.28252072111,0.333333333333,1,4,3
35,,0.352530541012,0.238321155547,0.333333333333,2,4,3
35,,0.381308411215,0.285423671655,0.333333333333,3,4,3
35,0.0072824051726,0.38679245283,0.360090369351,0.333333333333,4,4,3
36,0.109355023315,0.293736791547,0.287718109292,0.141025641026,1,4,3
36,0.0649382075073,0.240506329114,0.24126036486,0.230769230769,2,4,3
36,,0.218518518518,0.288653903291,0.320512820513,3,4,3
36,0.270839092246,0.418300653595,0.365008759014,0.410256410256,4,4,3
37,0.0453093343168,0.264686468647,0.292915497474,0.287878787879,1,4,3
37,,0.333333333333,0.244199574174,0.515151515152,2,4,3
37,,0.397590361446,0.291884134927,0.742424242425,3,4,3
37,,0.283333333333,0.369927148677,0.969696969698,4,4,3
38,,0.352926829268,0.298112885656,0.5,1,4,3
38,,0.311355311355,0.247138783488,0.5,2,4,3
38,0.0518714442186,0.298902195609,0.295114366563,0.5,3,4,3
38,0.155696729181,,0.37484553834,0.5,4,4,3
39,0.0128835207236,0.327684827685,0.303310273838,0.333333333333,1,4,3
39,,0.401946472019,0.250077992801,0.333333333333,2,4,3
39,0.0703695643641,0.299242424242,0.298344598199,0.333333333333,3,4,3
39,0.268638244471,0.333333333333,0.379763928003,0.333333333333,4,4,3
40,,0.285593934288,0.30850766202,0.333333333333,1,4,3
40,0.132017440615,0.260973782771,0.253017202115,0.333333333333,2,4,3
40,,0.362252663622,0.301574829835,0.333333333333,3,4,3
40,,0.333333333333,0.384682317666,0.333333333333,4,4,3
41,0.0352613653419,0.245306859206,0.313705050202,0.225,1,4,3
41,,0.297564687975,0.255956411429,0.283333333333,2,4,3
41,0.00332504706198,0.201298701299,0.304805061471,0.341666666667,3,4,3
41,0.0858177067556,0.611111111111,0.389600707329,0.4,4,4,3
42,,0.246031746032,0.318902438384,0.153333333333,1,4,3
42,0.0448894747557,0.30303030303,0.258895620742,0.32,2,4,3
42,0.172456561378,0.689605734767,0.308035293107,0.486666666667,3,4,3
42,0.0344740937824,0.333333333333,0.394519096992,0.653333333334,4,4,3
43,0.12388501283,0.326717032967,0.324099826566,0.166666666667,1,4,3
43,0.109403898046,0.335507246377,0.261834830056,0.166666666667,2,4,3
43,0.142659676774,0.166666666667,0.311265524743,0.166666666667,3,4,3
43,0.208224950366,0.333333333333,0.399437486655,0.166666666667,4,4,3
44,0.0369480950639,0.25,0.329297214748,0.333333333333,1,4,3
44,,0.509803921569,0.26477403937,0.333333333333,2,4,3
44,0.00875281163003,0.550387596899,0.314495756379,0.333333333333,3,4,3
44,0.116495998117,0.333333333333,0.404355876319,0.333333333333,4,4,3
45,0.0321244959002,0.364551863041,0.33449460293,0.5,1,4,3
45,,0.318135764944,0.267713248683,0.5,2,4,3
45,,0.3,0.317725988016,0.5,3,4,3
45,,0.583333333334,0.409274265982,0.5,4,4,3
46,0.00347202012639,0.337588652482,0.339691991112,0.666666666667,1,4,3
46,0.0210540367733,0.355601948504,0.270652457997,0.666666666667,2,4,3
46,,0.6,0.320956219652,0.666666666667,3,4,3
46,0.378192703443,,0.414192655645,0.666666666667,4,4,3
47,,0.429378531073,0.344889379295,0.484848484848,1,4,3
47,0.0751550566059,0.444444444444,0.273591667311,0.393939393939,2,4,3
47,0.0601722761306,0.333333333333,0.324186451288,0.30303030303,3,4,3
47,,,0.419111045308,0.212121212121,4,4,3
48,0.198285311287,0.333333333333,0.350086767477,0.333333333333,1,4,3
48,,,0.276530876624,0.333333333333,2,4,3
48,,0.666666666667,0.327416682924,0.333333333333,3,4,3
48,,,0.424029434971,0.333333333333,4,4,3
49,0.078632940771,0.666666666667,0.355284155659,0.333333333333,1,4,3
49,0.0804340600758,0.333333333333,0.279470085938,0.333333333333,2,4,3
49,0.0389461595981,0.384615384615,0.33064691456,0.333333333333,3,4,3
49,,0.333333333333,0.428947824634,0.333333333333,4,4,3
50,0.0639066581017,0.333333333333,0.360481543841,0.333333333333,1,4,3
50,,0.404761904762,0.282409295252,0.333333333333,2,4,3
50,0.169474947494,0.333333333333,0.333877146196,0.333333333333,3,4,3
50,0.097239513289,0.333333333333,0.433866214297,0.333333333333,4,4,3
51,,0.333333333333,0.365678932023,,1,4,3
51,0.116501773848,,0.285348504565,,2,4,3
51,0.12716501786,,0.337107377832,,3,4,3
51,0.20319794101,,0.43878460396,,4,4,3
52,0.0483853846243,0.333333333333,0.370876320205,,1,4,3
52,0.219528929732,0.333333333333,0.288287713879,,2,4,3
52,0.0814962476838,,0.340337609468,,3,4,3
52,,,0.443702993623,,4,4,3
53,0.0814209650672,0.333333333333,0.376073708387,,1,4,3
53,0.0885823825291,0.333333333333,0.291226923193,,2,4,3
53,0.319181012785,0.333333333333,0.343567841104,,3,4,3
53,0.228678598221,0.333333333333,0.448621383286,,4,4,3
54,0.17571474327,0.333333333333,0.381271096569,,1,4,3
54,0.268791253184,,0.294166132506,,2,4,3
54,,,0.34679807274,,3,4,3
54,0.0746807795689,,0.453539772949,,4,4,3
55,0.309552971238,,0.386468484751,,1,4,3
55,,,0.29710534182,,2,4,3
55,0.571167978832,,0.350028304376,,3,4,3
55,0.562546340431,,0.458458162613,,4,4,3
56,0.197086539456,,0.391665872933,,1,4,3
56,0.377457608024,,0.300044551134,,2,4,3
56,0.341485276483,,0.353258536012,,3,4,3
56,0.479207277452,,0.463376552276,,4,4,3
57,0.450966048199,,0.396863261115,,1,4,3
57,0.348505534107,,0.302983760447,,2,4,3
57,0.779100038485,,0.356488767648,,3,4,3
57,0.4375,,0.468294941939,,4,4,3
58,0.165792881288,,0.402060649297,,1,4,3
58,,,0.305922969761,,2,4,3
58,0.192857142858,,0.359718999284,,3,4,3
58,0.487179487179,,0.473213331602,,4,4,3
59,0.0435892550947,,0.407258037479,,1,4,3
59,0.359999999999,,0.308862179074,,2,4,3
59,0.62962962963,,0.36294923092,,3,4,3
59,0.6,,0.478131721265,,4,4,3
60,0.62100456621,,0.412455425661,,1,4,3
60,,,0.311801388388,,2,4,3
60,0.166666666667,,0.366179462556,,3,4,3
60,,,0.483050110928,,4,4,3
0,0.0739412950944,,0.103555100101,,1,5,3
0,,,0.107165715451,,2,5,3
0,,,0.178692353845,,3,5,3
0,0.145040473602,,0.194907845329,,4,5,3
1,,0.157540928894,0.106783065124,0.216666666667,1,5,3
1,,0.197071590541,0.111153180566,0.266666666666,2,5,3
1,,0.221198830409,0.182091760604,0.316666666666,3,5,3
1,,0.287878787879,0.198923872585,0.366666666666,4,5,3
2,,0.115439815685,0.110011030147,0.128733893557,1,5,3
2,,0.141696755001,0.115140645681,0.146722689076,2,5,3
2,,0.173864668483,0.185491167362,0.164711484594,3,5,3
2,,0.196571428571,0.20293989984,0.182700280112,4,5,3
3,,0.128522376865,0.11323899517,0.0899929527837,1,5,3
3,,0.138385946139,0.119128110795,0.169837914024,2,5,3
3,,0.203173837102,0.188890574121,0.249682875264,3,5,3
3,,0.271296296296,0.206955927095,0.329527836505,4,5,3
4,,0.140086982179,0.116466960193,0.141452991453,1,5,3
4,,0.152431457431,0.12311557591,0.159829059829,2,5,3
4,,0.182636954503,0.19228998088,0.178205128205,3,5,3
4,,0.229778393352,0.210971954351,0.196581196581,4,5,3
5,,0.119929139836,0.119694925216,0.0585437710438,1,5,3
5,,0.140199763109,0.127103041025,0.093265993266,2,5,3
5,,0.199815965033,0.195689387639,0.127988215488,3,5,3
5,,0.24623655914,0.214987981606,0.16271043771,4,5,3
6,,0.15213886923,0.122922890239,0.096447748864,1,5,3
6,,0.185049019608,0.131090506139,0.143019413466,2,5,3
6,,0.220612485277,0.199088794398,0.189591078067,3,5,3
6,,0.284825870647,0.219004008861,0.236162742669,4,5,3
7,,0.133834941354,0.126150855262,0.165811965812,1,5,3
7,,0.174442223755,0.135077971254,0.184273504274,2,5,3
7,,0.255205205205,0.202488201156,0.202735042735,3,5,3
7,,0.237301587302,0.223020036117,0.221196581197,4,5,3
8,,0.146764802475,0.129378820285,0.151921182266,1,5,3
8,,0.169058255082,0.139065436369,0.167027914614,2,5,3
8,,0.202199661591,0.205887607915,0.182134646962,3,5,3
8,,0.259871118922,0.227036063372,0.197241379311,4,5,3
9,,0.175768664396,0.132606785308,0.134523809524,1,5,3
9,,0.205024983668,0.143052901483,0.184523809524,2,5,3
9,,0.228968253968,0.209287014674,0.234523809524,3,5,3
9,,0.294191919192,0.231052090627,0.284523809523,4,5,3
10,,0.211012715713,0.135834750331,0.221666666667,1,5,3
10,,0.194494402715,0.147040366598,0.207,2,5,3
10,,0.201968388272,0.212686421433,0.192333333333,3,5,3
10,0.0350592209831,0.25,0.235068117883,0.177666666667,4,5,3
11,,0.168130302002,0.139062715354,0.114183307732,1,5,3
11,,0.192850617234,0.151027831712,0.152073732719,2,5,3
11,,0.244444444444,0.216085828192,0.189964157706,3,5,3
11,,0.314102564102,0.239084145138,0.227854582693,4,5,3
12,,0.19202701169,0.142290680377,0.194214876033,1,5,3
12,,0.213368998628,0.155015296827,0.214049586777,2,5,3
12,,0.200680272109,0.21948523495,0.233884297521,3,5,3
12,,0.293333333333,0.243100172393,0.253719008264,4,5,3
13,,0.14438933608,0.1455186454,0.110355253212,1,5,3
13,,0.192415316642,0.159002761942,0.17365835223,2,5,3
13,,0.266953713671,0.222884641709,0.236961451247,3,5,3
13,0.083543355188,0.280586080586,0.247116199649,0.300264550264,4,5,3
14,,0.206577693041,0.148746610423,0.2,1,5,3
14,,0.209152181625,0.162990227056,0.333333333333,2,5,3
14,,0.230116959064,0.226284048468,0.466666666666,3,5,3
14,,0.333333333333,0.251132226904,0.599999999999,4,5,3
15,,0.138797528931,0.151974575446,0.12952836637,1,5,3
15,,0.193203633469,0.166977692171,0.170539986329,2,5,3
15,,0.231738154319,0.229683455227,0.211551606288,3,5,3
15,0.0158309118178,0.24214559387,0.255148254159,0.252563226247,4,5,3
16,,0.179933458099,0.155202540469,0.133138969874,1,5,3
16,,0.182213133543,0.170965157286,0.191448007775,2,5,3
16,0.0177026478533,0.276134122288,0.233082861986,0.249757045675,3,5,3
16,,0.256053811659,0.259164281415,0.308066083576,4,5,3
17,,0.140439672802,0.158430505492,0.133894230769,1,5,3
17,,0.176148923793,0.1749526224,0.180769230769,2,5,3
17,,0.215912897823,0.236482268744,0.227644230769,3,5,3
17,,0.275849602314,0.26318030867,0.274519230769,4,5,3
18,,0.16571436504,0.161658470515,0.149757045675,1,5,3
18,,0.182994001859,0.178940087515,0.191448007774,2,5,3
18,0.00703757258928,0.265374677002,0.239881675503,0.233138969874,3,5,3
18,0.0290658437646,0.297720797721,0.267196335925,0.274829931973,4,5,3
19,,0.160812939561,0.164886435538,0.238095238095,1,5,3
19,,0.198962288028,0.18292755263,0.273809523809,2,5,3
19,0.00965682539031,0.211848341232,0.243281082262,0.309523809524,3,5,3
19,0.00587250200144,0.26223628692,0.271212363181,0.345238095238,4,5,3
20,,0.199883932493,0.168114400561,0.25,1,5,3
20,,0.216472617508,0.186915017744,0.25,2,5,3
20,,0.229876469416,0.246680489021,0.25,3,5,3
20,0.0834791524984,0.166666666667,0.275228390436,0.25,4,5,3
21,,0.21684193754,0.171342365584,0.253086419753,1,5,3
21,,0.222732686745,0.190902482859,0.283950617284,2,5,3
21,0.0562771217293,0.246327683616,0.25007989578,0.314814814815,3,5,3
21,0.143218070639,0.306372549019,0.279244417691,0.345679012345,4,5,3
22,,0.244429649356,0.174570330607,0.40987654321,1,5,3
22,,0.252913356035,0.194889947973,0.364197530864,2,5,3
22,0.00124063790532,0.268559411146,0.253479302538,0.318518518518,3,5,3
22,0.0712909268661,0.255555555555,0.283260444947,0.272839506173,4,5,3
23,,0.219385733157,0.17779829563,0.377777777778,1,5,3
23,,0.222337482711,0.198877413088,0.305555555556,2,5,3
23,,0.215633652822,0.256878709297,0.233333333333,3,5,3
23,,0.314079895219,0.287276472202,0.161111111111,4,5,3
24,,0.228936307792,0.181026260653,0.183333333333,1,5,3
24,,0.274396728016,0.202864878203,0.221666666667,2,5,3
24,0.00997924921925,0.273015873016,0.260278116056,0.26,3,5,3
24,0.148135165319,0.268408551069,0.291292499457,0.298333333333,4,5,3
25,,0.209448621554,0.184254225676,0.148148148149,1,5,3
25,0.0349621213815,0.212029974575,0.206852343317,0.203703703704,2,5,3
25,,0.277725710715,0.263677522815,0.259259259259,3,5,3
25,,0.25,0.295308526713,0.314814814815,4,5,3
26,,0.180894063707,0.187482190699,0.234391534392,1,5,3
26,,0.200918800429,0.210839808432,0.239682539683,2,5,3
26,,0.263937138131,0.267076929574,0.244973544973,3,5,3
26,,0.333333333333,0.299324553968,0.250264550264,4,5,3
27,,0.186767094964,0.190710155722,0.228571428571,1,5,3
27,,0.236956521739,0.214827273547,0.228571428571,2,5,3
27,,0.283333333333,0.270476336332,0.228571428571,3,5,3
27,0.0258081045689,0.28091954023,0.303340581223,0.228571428571,4,5,3
28,,0.153663560727,0.193938120745,0.0793650793651,1,5,3
28,,0.18778207608,0.218814738661,0.186507936508,2,5,3
28,,0.225378787879,0.273875743091,0.293650793651,3,5,3
28,,0.235294117647,0.307356608479,0.400793650794,4,5,3
29,,0.160358565737,0.197166085768,0.174242424243,1,5,3
29,,0.207266009852,0.222802203776,0.219696969697,2,5,3
29,,0.252991452991,0.27727514985,0.265151515151,3,5,3
29,0.00157480314954,0.162222222222,0.311372635734,0.310606060606,4,5,3
30,0.104633110913,0.184407371061,0.200394050791,,1,5,3
30,0.0100715391437,0.207095820454,0.226789668891,,2,5,3
30,0.0707547169809,0.222268907563,0.280674556609,,3,5,3
30,0.277777777777,0.288499025341,0.315388662989,,4,5,3
31,,0.159437381445,0.203622015814,0.0663064935065,1,5,3
31,,0.151686336596,0.230777134005,0.100716883117,2,5,3
31,,0.188544843225,0.284073963368,0.135127272727,3,5,3
31,,0.259573412698,0.319404690245,0.169537662338,4,5,3
32,,0.194152233192,0.206849980837,0.132706374086,1,5,3
32,,0.225034583719,0.23476459912,0.245559038662,2,5,3
32,,0.243650793651,0.287473370126,0.358411703239,3,5,3
32,,0.272988505747,0.3234207175,0.471264367816,4,5,3
33,0.00307898923581,0.253624865032,0.21007794586,0.296296296296,1,5,3
33,,0.227255278311,0.238752064234,0.240740740741,2,5,3
33,0.0262470764336,0.275862068966,0.290872776885,0.185185185185,3,5,3
33,,0.11111111111,0.327436744755,0.12962962963,4,5,3
34,0.0154342955552,0.223387737637,0.213305910883,0.142857142857,1,5,3
34,0.0404422891059,0.219401741449,0.242739529349,0.142857142857,2,5,3
34,0.160275373844,0.349925261584,0.294272183644,0.142857142857,3,5,3
34,0.264561196379,0.416666666666,0.331452772011,0.142857142857,4,5,3
35,,0.251039208568,0.216533875906,0.333333333333,1,5,3
35,0.0760329013901,0.337260034904,0.246726994464,0.333333333333,2,5,3
35,,0.396261682243,0.297671590403,0.333333333333,3,5,3
35,0.142116006998,0.408805031446,0.335468799266,0.333333333333,4,5,3
36,,0.316829971181,0.219761840929,0.25,1,5,3
36,0.00442516004728,0.253164556962,0.250714459578,0.333333333333,2,5,3
36,0.0818526150385,0.292592592592,0.301070997162,0.416666666666,3,5,3
36,0.0944992687408,0.424836601307,0.339484826521,0.499999999999,4,5,3
37,,0.259240924092,0.222989805952,0.2,1,5,3
37,0.0646449875578,0.347222222222,0.254701924693,0.2,2,5,3
37,0.162155396082,0.375502008032,0.30447040392,0.2,3,5,3
37,0.0399436139382,0.266666666667,0.343500853777,0.2,4,5,3
38,,0.353495934959,0.226217770975,0.333333333333,1,5,3
38,,0.298534798535,0.258689389808,0.333333333333,2,5,3
38,0.0389527046028,0.309131736527,0.307869810679,0.333333333333,3,5,3
38,0.0676826935894,0.88888888889,0.347516881032,0.333333333333,4,5,3
39,,0.318461318461,0.229445735998,,1,5,3
39,0.0375638689262,0.410705596107,0.262676854922,,2,5,3
39,0.0142865170793,0.306818181818,0.311269217438,,3,5,3
39,0.16111916221,0.333333333333,0.351532908287,,4,5,3
40,0.0589372511918,0.294692502106,0.232673701021,0.2,1,5,3
40,0.165215971133,0.293970037453,0.266664320037,0.2,2,5,3
40,0.0874772313302,0.37899543379,0.314668624197,0.2,3,5,3
40,,0.333333333333,0.355548935543,0.2,4,5,3
41,0.0701611015299,0.270036101083,0.235901666044,0.25,1,5,3
41,0.159407455219,0.300608828006,0.270651785152,0.333333333333,2,5,3
41,0.0791712713128,0.214935064935,0.318068030956,0.416666666667,3,5,3
41,0.23094906755,0.537037037037,0.359564962798,0.5,4,5,3
42,0.070424331969,0.242857142857,0.239129631067,0.333333333333,1,5,3
42,0.141167165871,0.279924242424,0.274639250266,0.5,2,5,3
42,0.0442562787582,0.564874551971,0.321467437714,0.666666666667,3,5,3
42,0.208490635457,0.333333333333,0.363580990053,0.833333333334,4,5,3
43,0.00647323557028,0.299702380952,0.24235759609,0.4,1,5,3
43,,0.252657004831,0.278626715381,0.2,2,5,3
43,0.0214914986673,0.208333333334,0.324866844473,,3,5,3
43,0.0983960141744,0.333333333333,0.367597017309,,4,5,3
44,0.00407873089577,0.254901960784,0.245585561113,0.25,1,5,3
44,0.0118501697178,0.432598039216,0.282614180496,0.333333333333,2,5,3
44,,0.515503875969,0.328266251232,0.416666666666,3,5,3
44,,0.333333333333,0.371613044564,0.499999999999,4,5,3
45,0.074040068742,0.351891814127,0.248813526136,0.333333333333,1,5,3
45,,0.312056737588,0.28660164561,0.333333333333,2,5,3
45,,0.284375,0.331665657991,0.333333333333,3,5,3
45,0.00662077616866,0.5,0.375629071819,0.333333333333,4,5,3
46,,0.34609929078,0.252041491159,0.333333333333,1,5,3
46,,0.354558107168,0.290589110725,0.333333333333,2,5,3
46,0.11793213274,0.533333333333,0.33506506475,0.333333333333,3,5,3
46,0.178320062911,,0.379645099075,0.333333333333,4,5,3
47,,0.427966101695,0.255269456182,0.666666666667,1,5,3
47,0.105349225364,0.611111111111,0.294576575839,0.666666666667,2,5,3
47,,0.333333333333,0.338464471508,0.666666666667,3,5,3
47,0.0263989552719,,0.38366112633,0.666666666667,4,5,3
48,0.0915249048043,0.333333333333,0.258497421205,0.333333333333,1,5,3
48,0.0588327659973,,0.298564040954,0.333333333333,2,5,3
48,0.0898287702777,0.666666666667,0.341863878267,0.333333333333,3,5,3
48,,,0.387677153585,0.333333333333,4,5,3
49,,0.666666666667,0.261725386228,,1,5,3
49,0.101949246887,0.444444444444,0.302551506069,,2,5,3
49,,0.410256410256,0.345263285026,,3,5,3
49,,0.333333333333,0.391693180841,,4,5,3
50,,0.375,0.26495335125,,1,5,3
50,,0.428571428571,0.306538971183,,2,5,3
50,0.238134496637,0.333333333333,0.348662691785,,3,5,3
50,0.0182408073117,0.333333333333,0.395709208096,,4,5,3
51,0.0829843786936,0.333333333333,0.268181316273,0.333333333333,1,5,3
51,0.0740128111381,,0.310526436298,0.333333333333,2,5,3
51,,,0.352062098544,0.333333333333,3,5,3
51,,,0.399725235351,0.333333333333,4,5,3
52,,0.333333333333,0.271409281296,,1,5,3
52,,0.333333333333,0.314513901413,,2,5,3
52,,,0.355461505302,,3,5,3
52,0.240306489052,,0.403741262607,,4,5,3
53,0.0100736419133,0.333333333333,0.274637246319,0.333333333333,1,5,3
53,0.201939272642,0.333333333333,0.318501366527,0.333333333333,2,5,3
53,0.179402713657,0.333333333333,0.358860912061,0.333333333333,3,5,3
53,0.0484758272228,0.333333333333,0.407757289862,0.333333333333,4,5,3
54,0.113809070652,0.333333333333,0.277865211342,,1,5,3
54,0.179549668315,,0.322488831642,,2,5,3
54,0.157733583265,,0.36226031882,,3,5,3
54,0.524098970251,,0.411773317117,,4,5,3
55,,,0.281093176365,,1,5,3
55,,,0.326476296757,,2,5,3
55,0.00533462657569,,0.365659725579,,3,5,3
55,0.404553215708,,0.415789344373,,4,5,3
56,0.109732487439,,0.284321141388,,1,5,3
56,,,0.330463761871,,2,5,3
56,,,0.369059132338,,3,5,3
56,0.0871493802993,,0.419805371628,,4,5,3
57,0.213143901293,,0.287549106411,,1,5,3
57,0.499317438749,,0.334451226986,,2,5,3
57,,,0.372458539096,,3,5,3
57,0.332356868137,,0.423821398883,,4,5,3
58,0.142458598766,,0.290777071434,,1,5,3
58,0.570013648991,,0.3384386921,,2,5,3
58,0.0656875060397,,0.375857945855,,3,5,3
58,0.0495888678049,,0.427837426139,,4,5,3
59,0.452320362602,,0.294005036457,,1,5,3
59,,,0.342426157215,,2,5,3
59,,,0.379257352614,,3,5,3
59,0.333333333333,,0.431853453394,,4,5,3
60,,,0.29723300148,,1,5,3
60,0.17204301075,,0.34641362233,,2,5,3
60,0.619047619047,,0.382656759373,,3,5,3
60,0.333333333333,,0.435869480649,,4,5,3
0,0.477736449771,,0.0896875206995,,1,6,3
0,0.59050536715,,0.126949014512,,2,6,3
0,0.264687499999,,0.146801076294,,3,6,3
0,0.0825629173081,,0.249447428854,,4,6,3
1,,0.157373328846,0.0937888121514,0.22,1,6,3
1,,0.195654896879,0.130370568999,0.22,2,6,3
1,,0.228362573099,0.149873333286,0.22,3,6,3
1,,0.283813747228,0.251625865856,0.22,4,6,3
2,,0.116611388248,0.0978901036032,0.100308641975,1,6,3
2,,0.145284647001,0.133792123487,0.139737654321,2,6,3
2,,0.172146533455,0.152945590279,0.179166666667,3,6,3
2,,0.195469793888,0.253804302858,0.218595679013,4,6,3
3,,0.122520346277,0.101991395055,0.110087045571,1,6,3
3,,0.136145889067,0.137213677974,0.137992831541,2,6,3
3,,0.200455046884,0.156017847272,0.165898617511,3,6,3
3,,0.268518518518,0.25598273986,0.193804403482,4,6,3
4,,0.133396252274,0.106092686507,0.126190476191,1,6,3
4,,0.147393217893,0.140635232461,0.140952380952,2,6,3
4,,0.181220984216,0.159090104264,0.155714285714,3,6,3
4,,0.223545706371,0.258161176862,0.170476190476,4,6,3
5,,0.113362577358,0.110193977959,0.196699669967,1,6,3
5,,0.129609780225,0.144056786948,0.206930693069,2,6,3
5,,0.185362647474,0.162162361257,0.217161716172,3,6,3
5,,0.221505376344,0.260339613864,0.227392739274,4,6,3
6,,0.132429032004,0.114295269411,0.131944444445,1,6,3
6,,0.176062091503,0.147478341435,0.161805555556,2,6,3
6,,0.234216725559,0.16523461825,0.191666666667,3,6,3
6,,0.282338308458,0.262518050865,0.221527777778,4,6,3
7,,0.134742994997,0.118396560862,0.0906742193976,1,6,3
7,,0.184771573604,0.150899895923,0.144183476098,2,6,3
7,,0.269569569569,0.168306875242,0.197692732799,3,6,3
7,0.0304678640166,0.249126984127,0.264696487867,0.2512019895,4,6,3
8,,0.142460150366,0.122497852314,0.121111111111,1,6,3
8,,0.172334153827,0.15432145041,0.215555555555,2,6,3
8,,0.186294416244,0.171379132235,0.31,3,6,3
8,,0.261159929701,0.266874924869,0.404444444444,4,6,3
9,,0.157910190902,0.126599143766,0.149564050972,1,6,3
9,,0.206976005085,0.157743004897,0.183098591549,2,6,3
9,,0.225,0.174451389228,0.216633132126,3,6,3
9,,0.305555555555,0.269053361871,0.250167672703,4,6,3
10,,0.200277885905,0.130700435218,0.111021109475,1,6,3
10,,0.182859023639,0.161164559384,0.163328424153,2,6,3
10,,0.181438392385,0.17752364622,0.215635738831,3,6,3
10,,0.241666666667,0.271231798873,0.26794305351,4,6,3
11,,0.159164875768,0.13480172667,0.118022328549,1,6,3
11,,0.187657571298,0.164586113872,0.166135034556,2,6,3
11,,0.236111111111,0.180595903213,0.214247740564,3,6,3
11,,0.294871794872,0.273410235875,0.262360446571,4,6,3
12,,0.179644762229,0.138903018122,0.119444444445,1,6,3
12,,0.201777777778,0.168007668359,0.161111111111,2,6,3
12,,0.206632653061,0.183668160206,0.202777777778,3,6,3
12,0.0210960341249,0.31,0.275588672877,0.244444444445,4,6,3
13,,0.146502576241,0.143004309573,0.2,1,6,3
13,,0.206968308515,0.171429222846,0.333333333333,2,6,3
13,,0.264083243631,0.186740417198,0.466666666666,3,6,3
13,,0.258608058608,0.277767109879,0.599999999999,4,6,3
14,,0.213822688275,0.147105601025,0.21568627451,1,6,3
14,,0.198054865792,0.174850777333,0.262745098039,2,6,3
14,,0.229434697856,0.189812674191,0.309803921568,3,6,3
14,0.134973998359,0.333333333333,0.279945546881,0.356862745098,4,6,3
15,,0.125145430138,0.151206892477,0.13804664723,1,6,3
15,,0.184611602753,0.178272331821,0.154977092878,2,6,3
15,,0.211514829257,0.192884931183,0.171907538526,3,6,3
15,0.00448004735335,0.244061302682,0.282123983883,0.188837984173,4,6,3
16,,0.159461426492,0.155308183929,0.115384615385,1,6,3
16,0.0138402343059,0.17192322077,0.181693886308,0.195512820513,2,6,3
16,0.00363425319989,0.254437869822,0.195957188176,0.275641025641,3,6,3
16,0.0948232571852,0.245739910314,0.284302420884,0.355769230769,4,6,3
17,,0.137615943617,0.159409475381,0.0753333333334,1,6,3
17,,0.164339732403,0.185115440795,0.142133333333,2,6,3
17,,0.20418760469,0.199029445169,0.208933333333,3,6,3
17,,0.255965292842,0.286480857886,0.275733333333,4,6,3
18,,0.15499472486,0.163510766833,0.0983050847458,1,6,3
18,,0.175977866013,0.188536995282,0.209039548023,2,6,3
18,,0.245478036176,0.202101702161,0.319774011299,3,6,3
18,0.0169641467101,0.309116809117,0.288659294888,0.430508474576,4,6,3
19,,0.155281601372,0.167612058284,0.149122807018,1,6,3
19,,0.193343457353,0.191958549769,0.175438596492,2,6,3
19,0.00276445288325,0.219352290679,0.205173959154,0.201754385965,3,6,3
19,0.104906084531,0.240928270042,0.29083773189,0.228070175439,4,6,3
20,,0.20266484723,0.171713349736,0.25,1,6,3
20,,0.195745292511,0.195380104257,0.25,2,6,3
20,,0.211670651524,0.208246216147,0.25,3,6,3
20,0.0200633723097,0.25,0.293016168892,0.25,4,6,3
21,,0.191914777383,0.175814641188,0.240740740741,1,6,3
21,,0.22113323124,0.198801658744,0.259259259259,2,6,3
21,0.0348829488087,0.233521657251,0.211318473139,0.277777777778,3,6,3
